"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","TypeOfSpeed_Code","TypeOfSpeed_Desc","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Value_2016","Latest_Year","Latest_Value","Nature_Desc","Source","Footnotes"
"52","Barbados","BRB","-59.5346489","13.13648273","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","10MBPS","10 mbps and over","","","","","","","","","","","","","","","2117","","23915",2016.0,"23915","Data nature not available","[2014]: Division of Energy & Telecommunications // [2016]: Division of Energy & Telecommunications                ",""
"52","Barbados","BRB","-59.5346489","13.13648273","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","256KT2MBPS","Between 256 kbps and 2 mbps","","","","","","","","","","","","59796","58477","58006","133","","105",2016.0,"105","Data nature not available","[2011-2014]: Division of Energy & Telecommunications // [2016]: Division of Energy & Telecommunications                ",""
"52","Barbados","BRB","-59.5346489","13.13648273","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","2MT10MBPS","Between 2 mbps and 10 mbps","","","","","","","","","","","","","","","50480","","20643",2016.0,"20643","Data nature not available","[2014]: Division of Energy & Telecommunications // [2016]: Division of Energy & Telecommunications                ",""
"52","Barbados","BRB","-59.5346489","13.13648273","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","ANYS","Any speed","","","","27319","29630","31942","38800","47133","49216","57305","56190","62634","66884","67798","77730","78269","92440",2016.0,"92440","Data nature not available","[2011-2015]: Division of Energy & Telecommunications // [2016]: Division of Energy & Telecommunications                 // [2004,2006]: ITU estimate. // [2003,2005]: Ministry of Energy and Public Utilities. // [2007-2009]: Ministry of Finance, Investment, Telecommunications & Energy // [2010]: Prime Minister's Office Division of Energy & Telecommunications",""
"56","Belgium","BEL","4.660976456","50.64104975","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","ANYS","Any speed","144215","460011","815418","1242928","1619944","2010584","2451585","2729624","2982500","3153262","3373143","3543759","3692009","3828918","4011201","4121049","4270309",2016.0,"4270309","Data nature not available","[2010-2015]: Belgian Institute for Postal Services and Telecommunications // [2016]: Belgian Institute for Postal Services and Telecommunications  // [2007-2009]: IBPT // [2000-2006]: Institut belge des services postaux et des télécommunications (IBPT).",""
"56","Belgium","BEL","4.660976456","50.64104975","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","10MBPS","10 mbps and over","","","","","","","","741843","1111104","1248986","1935468","2507026","2903710","3207379","3500194","3719242","3918350",2016.0,"3918350","Data nature not available","[2010-2015]: Belgian Institute for Postal Services and Telecommunications // [2016]: Belgian Institute for Postal Services and Telecommunications  // [2007-2009]: IBPT","Breakdown by speed not reported by all operators."
"56","Belgium","BEL","4.660976456","50.64104975","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","256KT2MBPS","Between 256 kbps and 2 mbps","","","","","","","","286009","228825","211814","70270","43875","39894","29993","26608","19945","12496",2016.0,"12496","Data nature not available","[2010-2015]: Belgian Institute for Postal Services and Telecommunications // [2016]: Belgian Institute for Postal Services and Telecommunications  // [2007-2009]: IBPT","Breakdown by speed not reported by all operators."
"56","Belgium","BEL","4.660976456","50.64104975","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","2MT10MBPS","Between 2 mbps and 10 mbps","","","","","","","","1450516","1498235","1582576","1367367","977938","735592","582021","484399","381862","339463",2016.0,"339463","Data nature not available","[2010-2015]: Belgian Institute for Postal Services and Telecommunications // [2016]: Belgian Institute for Postal Services and Telecommunications  // [2007-2009]: IBPT","Breakdown by speed not reported by all operators."
"60","Bermuda","BMU","-64.78155012","32.27881922","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","ANYS","Any speed","","","","","","18487","23643","28799","33955","40000","40100","","","40100","34731","30000","",2015.0,"30000","Data nature not available","[2007-2010,2013,2015]: ITU estimate. // [2014]: Ministry of Economic Development| Department of Telecommunications // [2005-2006]: NA",""
"60","Bermuda","BMU","-64.78155012","32.27881922","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","2MT10MBPS","Between 2 mbps and 10 mbps","","","","","","","","","","","","","","","","","","","","","",""
"60","Bermuda","BMU","-64.78155012","32.27881922","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","10MBPS","10 mbps and over","","","","","","","","","","","","","","","","","","","","","",""
"60","Bermuda","BMU","-64.78155012","32.27881922","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","256KT2MBPS","Between 256 kbps and 2 mbps","","","","","","","","","","","","","","","","","","","","","",""
"64","Bhutan","BTN","90.45098484","27.39598568","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","10MBPS","10 mbps and over","","","","","","","","","","","","","","","","6","8",2016.0,"8","Data nature not available","Ministry of Information & Communications","Data only for one operator"
"64","Bhutan","BTN","90.45098484","27.39598568","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","256KT2MBPS","Between 256 kbps and 2 mbps","","","","","","","","","","3378","8675","13233","16766","20481","24979","27780","16284",2016.0,"16284","Data nature not available","Ministry of Information & Communications","Combined for two operators"
"64","Bhutan","BTN","90.45098484","27.39598568","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","2MT10MBPS","Between 2 mbps and 10 mbps","","","","","","","","","","","","","","","","78","94",2016.0,"94","Data nature not available","Ministry of Information & Communications","[2015]: Data only for one operator // [2016]: Data only for one operator "
"64","Bhutan","BTN","90.45098484","27.39598568","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","ANYS","Any speed","","","","","","","","","2060","3378","8675","13233","16766","20481","24979","27874","16489",2016.0,"16489","Data nature not available","[2008]: Bhutan InfoComm and Media Authority. // [2009-2016]: Ministry of Information & Communications","[2016]: Both operator (Bhutan Telecom-16172 TahiCell-317) // [2012]: Fixed broadband in Bhutan is provided via ADSL/DSL networks only. // [2013]: Fixed broadband provided through ADSL/DSL and Fiber links"
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","256KT2MBPS","Between 256 kbps and 2 mbps","","","","","","","","","","","","","106649","136548","149284","152285","169903",2016.0,"169903","Data nature not available","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes","Estimate."
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","10MBPS","10 mbps and over","","","","","","","","","","","","","","","15696","19147","39077",2016.0,"39077","Data nature not available","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes",""
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","2MT10MBPS","Between 2 mbps and 10 mbps","","","","","","","","","","","","","3951","5208","7803","9518","78609",2016.0,"78609","Data nature not available","Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes",""
"68","Bolivia (Plurinational State of)","BOL","-64.66224284","-16.71273412","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","ANYS","Any speed","","","3330","5740","8723","12973","17589","33977","79314","96134","95948","73542","116708","154098","172783","180951","287589",2016.0,"287589","Data nature not available","[2007-2009]: Autoridad de Fiscalización y Control Social de Telecomunicaciones y Transportes // [2010-2016]: Autoridad de Regulación y Fiscalización de Telecomunicaciones y Transportes // [2002-2006]: NA","[2012]: As of 2012 it includes also FTTH. // [2011]: Break in comparability. In previous years both, subscriptions below and above 256kbit/s were included. // [2002-2010]: Incl. narrowband susbcriptions (i.e. below 256kbit/s)."
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","10MBPS","10 mbps and over","","","","","","","","","","","5000","7298","8054","71925","93970","122666","195585",2016.0,"195585","Data nature not available","Communications Regulatory Agency B & H","Includes FW."
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","256KT2MBPS","Between 256 kbps and 2 mbps","","","","","","","","","","","267092","131531","100404","83870","47212","32114","31839",2016.0,"31839","Data nature not available","Communications Regulatory Agency B & H","Includes FW."
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","2MT10MBPS","Between 2 mbps and 10 mbps","","","","","","","","","","","118810","225685","298318","294484","401223","480208","435044",2016.0,"435044","Data nature not available","Communications Regulatory Agency B & H","Includes FW."
"70","Bosnia and Herzegovina","BIH","17.78584332","44.16845548","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","ANYS","Any speed","27","68","213","1500","6637","13702","40000","84691","188460","292113","390902","430247","469397","516104","542405","634987","662468",2016.0,"662468","Data nature not available","[2009]: Communication Regulatory Agency // [2010-2016]: Communications Regulatory Agency B & H // [2002-2008]: Communications Regulatory Agency B & H. // [2000-2001]: Public Enterprise PTT Bosnia and Herzegovina (PTT BIH).",""
"72","Botswana","BWA","23.81380223","-22.18810073","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","ANYS","Any speed","","","","","","1600","1800","3540","8900","10000","11978","19125","22236","21590","33290","36845","59057",2016.0,"59057","Data nature not available","[2012-2016]: Botswana Communications Regulatory Authority (BOCRA) // [2010-2011]: Botswana Telecommunications Authority // [2007-2008]: Botswana Telecommunications Authority (BTA). // [2009]: ITU estimate. // [2005-2006]: NA","42705"
"72","Botswana","BWA","23.81380223","-22.18810073","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","2MT10MBPS","Between 2 mbps and 10 mbps","","","","","","","","","","","","","","","1625","2624","6331",2016.0,"6331","Data nature not available","Botswana Communications Regulatory Authority (BOCRA)","42705"
"72","Botswana","BWA","23.81380223","-22.18810073","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","10MBPS","10 mbps and over","","","","","","","","","","","","","","","","","132",2016.0,"132","Data nature not available","Botswana Communications Regulatory Authority (BOCRA)","42705"
"72","Botswana","BWA","23.81380223","-22.18810073","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","256KT2MBPS","Between 256 kbps and 2 mbps","","","","","","","","","","","","","","","14523","12591","15839",2016.0,"15839","Data nature not available","Botswana Communications Regulatory Authority (BOCRA)","42705"
"74","Bouvet Island","BVT","3.410732868","-54.43295905","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","2MT10MBPS","Between 2 mbps and 10 mbps","","","","","","","","","","","","","","","","","","","","","",""
"74","Bouvet Island","BVT","3.410732868","-54.43295905","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","10MBPS","10 mbps and over","","","","","","","","","","","","","","","","","","","","","",""
"74","Bouvet Island","BVT","3.410732868","-54.43295905","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","256KT2MBPS","Between 256 kbps and 2 mbps","","","","","","","","","","","","","","","","","","","","","",""
"74","Bouvet Island","BVT","3.410732868","-54.43295905","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","ANYS","Any speed","","","","","","","","","","","","","","","","","","","","","",""
"76","Brazil","BRA","-53.08432878","-10.77668561","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","2MT10MBPS","Between 2 mbps and 10 mbps","","","","","","","","","","","","4287383","4630624","5183038","6980155","5928286","",2015.0,"5928286","Data nature not available","Agência Nacional de Telecomunicaçoes","[2011-2014]: Estimate. // [2015]: Estimate. Refers to 2Mbps to 12Mbps"
"76","Brazil","BRA","-53.08432878","-10.77668561","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","10MBPS","10 mbps and over","","","","","","","","","","","","3747369","4047377","4530212","11893977","13286229","",2015.0,"13286229","Data nature not available","Agência Nacional de Telecomunicaçoes","[2011-2014]: Estimate. // [2015]: Estimate. Refers to 12Mbps and above."
"76","Brazil","BRA","-53.08432878","-10.77668561","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","256KT2MBPS","Between 256 kbps and 2 mbps","","","","","","","","","","","","8667035","9360903","10477621","4714787","5729736","",2015.0,"5729736","Data nature not available","Agência Nacional de Telecomunicaçoes","Estimate."
"76","Brazil","BRA","-53.08432878","-10.77668561","17","Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development","17.6","Enhance North-South, South-South and triangular regional and international cooperation on and access to science, technology and innovation and enhance knowledge-sharing on mutually agreed terms, including through improved coordination among existing mechanisms, in particular at the United Nations level, and through a global technology facilitation mechanism","17.6.2","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","1","IT_NET_BBN","Number of fixed Internet broadband subscriptions, by speed (number)","2019.Q1.G.01","NUMBER","Number","G","Global","ANYS","Any speed","100000","331000","731000","966252","3157466","3233800","4767007","7609452","10016914","11729995","14100890","17833051","19119646","21360635","23588919","24944252","",2015.0,"24944252","Data nature not available","[2008-2015]: Agência Nacional de Telecomunicaçoes // [2007]: Anatel. // [2000-2006]: NA","[2013-2015]: Estimate. // [2005-2010]: Refers to speed greater than, or equal to 64kbit/s in one or both directions."
