series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Mode of transportation	Units description	Mode of transportation description	2016	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	148	18.66618401	15.36279341	TCD	Chad	3	T_KM	ROA	Tonne kilometres	road transport	1990313089.85223	2016	1990313089.85223	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	152	-71.23029019	-35.2652885	CHL	Chile	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	152	-71.23029019	-35.2652885	CHL	Chile	2	T_KM	RAI	Tonne kilometres	rail transport	4743193478.95429	2016	4743193478.95429	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	152	-71.23029019	-35.2652885	CHL	Chile	3	T_KM	ROA	Tonne kilometres	road transport	69035284624.4706	2016	69035284624.4706	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	156	104.1403375	32.30955217	CHN	China	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	156	104.1403375	32.30955217	CHN	China	2	T_KM	RAI	Tonne kilometres	rail transport	3169048571075.71	2016	3169048571075.71	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	156	104.1403375	32.30955217	CHN	China	3	T_KM	ROA	Tonne kilometres	road transport	6903998026760.5	2016	6903998026760.5	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	162	105.6426067	-10.4882473	CXR	Christmas Island	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	162	105.6426067	-10.4882473	CXR	Christmas Island	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	162	105.6426067	-10.4882473	CXR	Christmas Island	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	170	-73.07446751	3.888209046	COL	Colombia	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	170	-73.07446751	3.888209046	COL	Colombia	2	T_KM	RAI	Tonne kilometres	rail transport	29888489727.7995	2016	29888489727.7995	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	170	-73.07446751	3.888209046	COL	Colombia	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	174	43.34234565	-11.66121732	COM	Comoros	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	174	43.34234565	-11.66121732	COM	Comoros	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	174	43.34234565	-11.66121732	COM	Comoros	3	T_KM	ROA	Tonne kilometres	road transport	186056067.61181	2016	186056067.61181	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	175	45.14015057	-12.82217691	MYT	Mayotte	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	175	45.14015057	-12.82217691	MYT	Mayotte	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	175	45.14015057	-12.82217691	MYT	Mayotte	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	178	15.22052612	-0.840544119	COG	Congo	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	178	15.22052612	-0.840544119	COG	Congo	2	T_KM	RAI	Tonne kilometres	rail transport	538346748.37217	2016	538346748.37217	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	178	15.22052612	-0.840544119	COG	Congo	3	T_KM	ROA	Tonne kilometres	road transport	2716611133.19041	2016	2716611133.19041	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	184	-159.7711391	-21.22696458	COK	Cook Islands	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	184	-159.7711391	-21.22696458	COK	Cook Islands	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	184	-159.7711391	-21.22696458	COK	Cook Islands	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	188	-84.19712782	9.970998683	CRI	Costa Rica	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	188	-84.19712782	9.970998683	CRI	Costa Rica	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	188	-84.19712782	9.970998683	CRI	Costa Rica	3	T_KM	ROA	Tonne kilometres	road transport	15035861096.9008	2016	15035861096.9008	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	191	17.95874553	45.45172212	HRV	Croatia	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	191	17.95874553	45.45172212	HRV	Croatia	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	191	17.95874553	45.45172212	HRV	Croatia	3	T_KM	ROA	Tonne kilometres	road transport	1.1337e+10	2016	1.1337e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	192	-79.54460144	22.10030366	CUB	Cuba	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	192	-79.54460144	22.10030366	CUB	Cuba	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	192	-79.54460144	22.10030366	CUB	Cuba	3	T_KM	ROA	Tonne kilometres	road transport	50883040000	2016	50883040000	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	196	33.22285964	35.05659437	CYP	Cyprus	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	196	33.22285964	35.05659437	CYP	Cyprus	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	196	33.22285964	35.05659437	CYP	Cyprus	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	203	15.33151382	49.73913871	CZE	Czechia	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	203	15.33151382	49.73913871	CZE	Czechia	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	203	15.33151382	49.73913871	CZE	Czechia	3	T_KM	ROA	Tonne kilometres	road transport	5.0315e+10	2016	5.0315e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	204	2.339933594	9.65401646	BEN	Benin	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	204	2.339933594	9.65401646	BEN	Benin	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	204	2.339933594	9.65401646	BEN	Benin	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	208	9.326571283	56.03829721	DNK	Denmark	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	208	9.326571283	56.03829721	DNK	Denmark	2	T_KM	RAI	Tonne kilometres	rail transport	2.575e+09	2016	2.575e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	208	9.326571283	56.03829721	DNK	Denmark	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	212	-61.3493756	15.43391378	DMA	Dominica	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	212	-61.3493756	15.43391378	DMA	Dominica	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	212	-61.3493756	15.43391378	DMA	Dominica	3	T_KM	ROA	Tonne kilometres	road transport	201134805.48714	2016	201134805.48714	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	T_KM	ROA	Tonne kilometres	road transport	28238316764.2854	2016	28238316764.2854	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	218	-78.37005241	-1.447785891	ECU	Ecuador	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	218	-78.37005241	-1.447785891	ECU	Ecuador	2	T_KM	RAI	Tonne kilometres	rail transport	6324726784.05059	2016	6324726784.05059	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	218	-78.37005241	-1.447785891	ECU	Ecuador	3	T_KM	ROA	Tonne kilometres	road transport	56726046627.1132	2016	56726046627.1132	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	222	-88.86862995	13.73603564	SLV	El Salvador	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	222	-88.86862995	13.73603564	SLV	El Salvador	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	222	-88.86862995	13.73603564	SLV	El Salvador	3	T_KM	ROA	Tonne kilometres	road transport	17310317662.8335	2016	17310317662.8335	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	T_KM	ROA	Tonne kilometres	road transport	1526947608.19378	2016	1526947608.19378	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	231	39.63505296	8.631223181	ETH	Ethiopia	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	231	39.63505296	8.631223181	ETH	Ethiopia	2	T_KM	RAI	Tonne kilometres	rail transport	1311798035.7936	2016	1311798035.7936	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	231	39.63505296	8.631223181	ETH	Ethiopia	3	T_KM	ROA	Tonne kilometres	road transport	12805290540.4243	2016	12805290540.4243	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	232	38.11074289	16.12894644	ERI	Eritrea	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	232	38.11074289	16.12894644	ERI	Eritrea	2	T_KM	RAI	Tonne kilometres	rail transport	38480000	2016	38480000	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	232	38.11074289	16.12894644	ERI	Eritrea	3	T_KM	ROA	Tonne kilometres	road transport	466960000	2016	466960000	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	233	25.84093481	58.68487172	EST	Estonia	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	233	25.84093481	58.68487172	EST	Estonia	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	233	25.84093481	58.68487172	EST	Estonia	3	T_KM	ROA	Tonne kilometres	road transport	6.717e+09	2016	6.717e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	234	-7.122044325	62.21228119	FRO	Faroe Islands	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	242	177.9660884	-17.83301566	FJI	Fiji	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	242	177.9660884	-17.83301566	FJI	Fiji	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	242	177.9660884	-17.83301566	FJI	Fiji	3	T_KM	ROA	Tonne kilometres	road transport	1733693504.42722	2016	1733693504.42722	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	246	23.308447	61.91586738	FIN	Finland	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	246	23.308447	61.91586738	FIN	Finland	2	T_KM	RAI	Tonne kilometres	rail transport	9.455e+09	2016	9.455e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	246	23.308447	61.91586738	FIN	Finland	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	248	19.80945969	60.1544901	ALA	Åland Islands	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	248	19.80945969	60.1544901	ALA	Åland Islands	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	248	19.80945969	60.1544901	ALA	Åland Islands	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	250	2.457288129	46.62660861	FRA	France	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	250	2.457288129	46.62660861	FRA	France	2	T_KM	RAI	Tonne kilometres	rail transport	3.2569e+10	2016	3.2569e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	250	2.457288129	46.62660861	FRA	France	3	T_KM	ROA	Tonne kilometres	road transport	1.51213e+11	2016	1.51213e+11	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	254	-53.23619089	3.922673437	GUF	French Guiana	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	254	-53.23619089	3.922673437	GUF	French Guiana	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	254	-53.23619089	3.922673437	GUF	French Guiana	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	258	-149.4052367	-17.67709294	PYF	French Polynesia	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	260	69.64849091	-49.6068576	ATF	French Southern Territories	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	262	42.18274707	11.56004161	DJI	Djibouti	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	262	42.18274707	11.56004161	DJI	Djibouti	2	T_KM	RAI	Tonne kilometres	rail transport	13520000	2016	13520000	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	262	42.18274707	11.56004161	DJI	Djibouti	3	T_KM	ROA	Tonne kilometres	road transport	147680000	2016	147680000	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	266	11.78727747	-0.60687619	GAB	Gabon	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	266	11.78727747	-0.60687619	GAB	Gabon	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	266	11.78727747	-0.60687619	GAB	Gabon	3	T_KM	ROA	Tonne kilometres	road transport	2347912242.92675	2016	2347912242.92675	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	268	43.3713615	42.04813028	GEO	Georgia	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	268	43.3713615	42.04813028	GEO	Georgia	2	T_KM	RAI	Tonne kilometres	rail transport	3.424e+09	2016	3.424e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	268	43.3713615	42.04813028	GEO	Georgia	3	T_KM	ROA	Tonne kilometres	road transport	6.74e+08	2016	6.74e+08	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	270	-15.39944785	13.45295927	GMB	Gambia	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	270	-15.39944785	13.45295927	GMB	Gambia	2	T_KM	RAI	Tonne kilometres	rail transport	15420982.49327	2016	15420982.49327	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	270	-15.39944785	13.45295927	GMB	Gambia	3	T_KM	ROA	Tonne kilometres	road transport	184023724.4197	2016	184023724.4197	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	275	35.25694122	31.94347933	PSE	State of Palestine	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	275	35.25694122	31.94347933	PSE	State of Palestine	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	275	35.25694122	31.94347933	PSE	State of Palestine	3	T_KM	ROA	Tonne kilometres	road transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	276	10.3806066	51.08862743	DEU	Germany	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	276	10.3806066	51.08862743	DEU	Germany	2	T_KM	RAI	Tonne kilometres	rail transport	1.16164e+11	2016	1.16164e+11	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	276	10.3806066	51.08862743	DEU	Germany	3	T_KM	ROA	Tonne kilometres	road transport	3.15706e+11	2016	3.15706e+11	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	288	-1.205623522	7.964825185	GHA	Ghana	1	T_KM	AIR	Tonne kilometres	air transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	288	-1.205623522	7.964825185	GHA	Ghana	2	T_KM	RAI	Tonne kilometres	rail transport					
2018.Q2.G.01	IS_RDP_FRGVOL	Freight volume, by mode of transport (tonne kilometres)	288	-1.205623522	7.964825185	GHA	Ghana	3	T_KM	ROA	Tonne kilometres	road transport					
