"GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Level/Status_Code","Level/Status_Desc","ReportingType_Code","ReportingType_Desc","Nature_Code","Nature_Desc","Units_Code","Units_Desc","GeoArea_Code","GeoArea_Desc","Year","TimeDetail","Value","ValueType","Source","Footnotes","ISO3CD","X","Y"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","513","Europe and Northern America",2017.0,"","67","Float","UN Environment","Based on 157 countries' response to the 2017 Integrated Water Resources Management questionnaire.","","",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","242","Fiji",2017.0,"","NA","String","UN Environment","","FJI","177.9660884","-17.83301566"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","HIGIMP","High level of implementation","G","Global","C","Country data","PERCENT","Percentage","246","Finland",2017.0,"","75","Float","UN Environment","","FIN","23.308447","61.91586738"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","VHIGIMP","Very high level of implementation","G","Global","C","Country data","PERCENT","Percentage","250","France",2017.0,"","100","Float","UN Environment","","FRA","2.457288129","46.62660861"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","266","Gabon",2017.0,"","14","Float","UN Environment","","GAB","11.78727747","-0.60687619"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","270","Gambia",2017.0,"","30","Float","UN Environment","","GMB","-15.39944785","13.45295927"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","268","Georgia",2017.0,"","35","Float","UN Environment","","GEO","43.3713615","42.04813028"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","HIGIMP","High level of implementation","G","Global","C","Country data","PERCENT","Percentage","276","Germany",2017.0,"","88","Float","UN Environment","","DEU","10.3806066","51.08862743"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","288","Ghana",2017.0,"","49","Float","UN Environment","","GHA","-1.205623522","7.964825185"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","HIGIMP","High level of implementation","G","Global","C","Country data","PERCENT","Percentage","300","Greece",2017.0,"","83","Float","UN Environment","","GRC","22.58307827","39.47301873"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","308","Grenada",2017.0,"","25","Float","UN Environment","","GRD","-61.68248568","12.11238395"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","320","Guatemala",2017.0,"","25","Float","UN Environment","","GTM","-91.2312746","15.00273719"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","324","Guinea",2017.0,"","24","Float","UN Environment","","GIN","-11.28173419","11.00210343"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","624","Guinea-Bissau",2017.0,"","NA","String","UN Environment","","GNB","-14.40182514","12.11760394"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","328","Guyana",2017.0,"","16","Float","UN Environment","","GUY","-58.97322037","4.788012784"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","332","Haiti",2017.0,"","29","Float","UN Environment","","HTI","-72.33640958","18.40426539"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","340","Honduras",2017.0,"","21","Float","UN Environment","","HND","-86.59974381","14.82243161"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","HIGIMP","High level of implementation","G","Global","C","Country data","PERCENT","Percentage","348","Hungary",2017.0,"","73","Float","UN Environment","","HUN","19.41221519","47.1651448"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","352","Iceland",2017.0,"","52","Float","UN Environment","","ISL","-19.02116966","64.79134763"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","356","India",2017.0,"","NA","String","UN Environment","","IND","79.3608464","22.34642074"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","360","Indonesia",2017.0,"","48","Float","UN Environment","","IDN","113.9174","-0.994582204"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","364","Iran (Islamic Republic of)",2017.0,"","59","Float","UN Environment","","IRN","54.19766348","32.74370885"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","368","Iraq",2017.0,"","25","Float","UN Environment","","IRQ","43.76606267","33.05013795"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","HIGIMP","High level of implementation","G","Global","C","Country data","PERCENT","Percentage","372","Ireland",2017.0,"","81","Float","UN Environment","","IRL","-7.121425272","53.25274054"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","376","Israel",2017.0,"","NA","String","UN Environment","","ISR","34.62277992","31.06164552"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","380","Italy",2017.0,"","55","Float","UN Environment","","ITA","12.57022427","42.79917282"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","388","Jamaica",2017.0,"","43","Float","UN Environment","","JAM","-77.31068409","18.15616857"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","392","Japan",2017.0,"","NA","String","UN Environment","","JPN","139.2716103","36.6554539"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","400","Jordan",2017.0,"","63","Float","UN Environment","","JOR","37.13024774","30.65365973"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","398","Kazakhstan",2017.0,"","30","Float","UN Environment","","KAZ","66.65359159","48.01963494"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","404","Kenya",2017.0,"","53","Float","UN Environment","","KEN","37.86096816","0.534797278"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","296","Kiribati",2017.0,"","NA","String","UN Environment","","KIR","-157.5643005","1.768837732"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","HIGIMP","High level of implementation","G","Global","C","Country data","PERCENT","Percentage","414","Kuwait",2017.0,"","82","Float","UN Environment","","KWT","47.49305029","29.53949468"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","417","Kyrgyzstan",2017.0,"","NA","String","UN Environment","","KGZ","74.52324839","41.46204516"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","418","Lao People's Democratic Republic",2017.0,"","NA","String","UN Environment","","LAO","101.9901968","20.27482773"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","419","Latin America and the Caribbean",2017.0,"","35","Float","UN Environment","Based on 157 countries' response to the 2017 Integrated Water Resources Management questionnaire.","","",""
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","428","Latvia",2017.0,"","64","Float","UN Environment","","LVA","26.42461876","56.64196636"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","422","Lebanon",2017.0,"","32","Float","UN Environment","","LBN","35.89391711","33.92152458"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","426","Lesotho",2017.0,"","33","Float","UN Environment","","LSO","28.25362195","-29.58041814"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","430","Liberia",2017.0,"","15","Float","UN Environment","","LBR","-9.311879038","6.448381009"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","434","Libya",2017.0,"","47","Float","UN Environment","","LBY","18.0295985","27.04042819"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","438","Liechtenstein",2017.0,"","70","Float","UN Environment","","LIE","9.552985019","47.14167005"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","440","Lithuania",2017.0,"","57","Float","UN Environment","","LTU","23.90517807","55.33680309"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","HIGIMP","High level of implementation","G","Global","C","Country data","PERCENT","Percentage","442","Luxembourg",2017.0,"","90","Float","UN Environment","","LUX","6.092656563","49.77679538"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","450","Madagascar",2017.0,"","36","Float","UN Environment","","MDG","46.6982339","-19.38514785"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","454","Malawi",2017.0,"","40","Float","UN Environment","","MWI","33.4884625","-13.40819859"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","458","Malaysia",2017.0,"","43","Float","UN Environment","","MYS","116.8346314","5.452415309"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","462","Maldives",2017.0,"","35","Float","UN Environment","","MDV","73.09672546","-0.614385021"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","466","Mali",2017.0,"","53","Float","UN Environment","","MLI","-3.522016039","17.35311254"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","HIGIMP","High level of implementation","G","Global","C","Country data","PERCENT","Percentage","470","Malta",2017.0,"","75","Float","UN Environment","","MLT","14.44617519","35.89194275"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","584","Marshall Islands",2017.0,"","32","Float","UN Environment","","MHL","171.0839119","7.110213497"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","478","Mauritania",2017.0,"","45","Float","UN Environment","","MRT","-10.33187259","20.26089546"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","480","Mauritius",2017.0,"","64","Float","UN Environment","","MUS","57.568022","-20.28581998"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","484","Mexico",2017.0,"","49","Float","UN Environment","","MEX","-102.5148166","23.93378032"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","583","Micronesia (Federated States of)",2017.0,"","38","Float","UN Environment","","FSM","158.225216","6.880670092"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","HIGIMP","High level of implementation","G","Global","C","Country data","PERCENT","Percentage","492","Monaco",2017.0,"","90","Float","UN Environment","","MCO","7.424214814","43.73532918"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","496","Mongolia",2017.0,"","NA","String","UN Environment","","MNG","103.0728057","46.83892054"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MLOWIMP","Medium-low level of implementation","G","Global","C","Country data","PERCENT","Percentage","499","Montenegro",2017.0,"","34","Float","UN Environment","","MNE","19.25214024","42.78717043"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","504","Morocco",2017.0,"","64","Float","UN Environment","","MAR","-6.281942841","31.8440131"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","508","Mozambique",2017.0,"","55","Float","UN Environment","","MOZ","38.18479941","-14.27963886"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","LOWIMP","Low level of implementation","G","Global","C","Country data","PERCENT","Percentage","104","Myanmar",2017.0,"","27","Float","UN Environment","","MMR","96.51752295","21.19332882"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","MHIGIMP","Medium-high level of implementation","G","Global","C","Country data","PERCENT","Percentage","516","Namibia",2017.0,"","59","Float","UN Environment","","NAM","17.21907885","-22.13817068"
"6","Ensure availability and sustainable management of water and sanitation for all","6.5","By 2030, implement integrated water resources management at all levels, including through transboundary cooperation as appropriate","6.5.1","Degree of integrated water resources management implementation (0-100)","1","ER_H2O_IWRMD","Degree of integrated water resources management implementation (%)","2019.Q1.G.01","NODATA","No data available","G","Global","C","Country data","PERCENT","Percentage","520","Nauru",2017.0,"","NA","String","UN Environment","","NRU","166.92313","-0.528742623"
