"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2001","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Footnotes_2014","Footnotes_2015","Nature_Code_2000","Nature_Code_2001","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Nature_Code_2014","Nature_Code_2015","Source_2000","Source_2001","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","Source_2014","Source_2015","TimeDetail_2000","TimeDetail_2001","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","TimeDetail_2014","TimeDetail_2015","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Value_2014","Value_2015","Latest_Year","Latest_Value"
"MNE","19.25214024","42.78717043","499","Montenegro","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","","","","","","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","","","","","","","","","","","","","","","","","","","","","","6.11","6.24","5.61","5.64","4.74","5.43","5.25","5.08","4.54","4.35","4.45",2015.0,"4.45"
"BGD","89.17660788","22.86961622","50","Bangladesh","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","","","","","","","","","","","","","","","","","3.54","3.68","3.63","3.65","3.54","3.45","3.46","3.38","3.35","3.35","3.44","3.35","3.30","3.18","3.13","3.14",2015.0,"3.14"
"MAR","-6.281942841","31.8440131","504","Morocco","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","","","","","","","","","","","","","","","","","3.53","3.48","3.43","3.23","3.67","3.76","3.55","3.54","3.47","3.35","3.39","3.47","3.42","3.28","3.24","3.15",2015.0,"3.15"
"MOZ","38.18479941","-14.27963886","508","Mozambique","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","","","","","","","","","","","","","","","","","29.60","27.62","25.72","25.47","24.54","22.88","21.45","20.82","19.86","19.37","18.76","18.22","17.31","16.73","16.58","17.31",2015.0,"17.31"
"ARM","44.93839317","40.29499741","51","Armenia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","","","","","","","","","","","","","","","","","9.40","8.54","7.06","6.53","6.25","6.59","5.93","5.81","5.72","5.79","5.39","5.63","5.75","5.43","5.35","5.38",2015.0,"5.38"
"OMN","57.87743482","21.98805614","512","Oman","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","","","","","","","","","","","","","","","","","3.18","3.09","3.28","3.52","3.59","3.98","5.89","6.47","5.29","5.03","5.68","6.76","6.65","6.57","6.38","6.30",2015.0,"6.30"
"","","","513","Europe and Northern America","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","","","","","","","","","","","","","","","","6.68","6.56","6.47","6.43","6.29","6.13","5.93","5.77","5.67","5.58","5.64","5.46","5.37","5.29","5.17","5.03",2015.0,"5.03"
"","","","514","Developed regions (Europe, Cyprus, Israel, Northern America, Japan, Australia & New Zealand)","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","","","","","","","","","","","","","","","","6.48","6.37","6.29","6.24","6.12","5.97","5.79","5.64","5.54","5.47","5.52","5.33","5.23","5.15","5.03","4.90",2015.0,"4.90"
"","","","515","Developing regions","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","","","","","","","","","","","","","","","","6.49","6.46","6.47","6.51","6.51","6.42","6.31","6.13","6.03","6.03","6.00","5.88","5.80","5.64","5.53","5.34",2015.0,"5.34"
"NAM","17.21907885","-22.13817068","516","Namibia","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","","","","","","","","","","","","","","","","","3.68","4.31","3.81","3.81","3.56","3.76","3.52","3.40","3.52","3.58","3.50","3.44","3.39","3.39","3.31","3.26",2015.0,"3.26"
"","","","518","Eastern Asia (excluding Japan)","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","","","","","","","","","","","","","","","","9.89","9.47","9.23","9.51","9.76","9.67","9.40","8.90","8.40","8.21","8.20","8.04","7.75","7.42","7.06","6.68",2015.0,"6.68"
"BRB","-59.5346489","13.13648273","52","Barbados","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","Source: Energy Balances, UN Statistics Division (2017)","","","","","","","","","","","","","","","","","4.21","4.37","4.25","4.21","4.27","4.27","4.12","4.05","4.82","5.07","4.68","4.66","4.54","4.46","3.81","3.78",2015.0,"3.78"
"NPL","83.94678863","28.25866332","524","Nepal","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","","","","","","","","","","","","","","","","","9.29","9.15","9.24","9.14","8.86","8.85","8.56","8.44","8.23","8.11","7.97","7.97","7.27","7.77","7.60","7.42",2015.0,"7.42"
"NLD","5.331480568","51.86728884","528","Netherlands","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","Source: World Energy Balances, IEA (2017)","","","","","","","","","","","","","","","","","4.75","4.79","4.84","5.01","4.99","4.80","4.59","4.42","4.31","4.38","4.62","4.22","4.28","4.26","3.96","3.94",2015.0,"3.94"
"","","","53","Australia and New Zealand","7","Ensure access to affordable, reliable, sustainable and modern energy for all","7.3","By 2030, double the global rate of improvement in energy efficiency","7.3.1","Energy intensity measured in terms of primary energy and GDP","1","EG_EGY_PRIM","Energy intensity level of primary energy (megajoules per constant 2011 purchasing power parity GDP)","2019.Q1.G.01","G","Global","MJ_PER_GDP_CON_PPP_USD","Megajoules per USD constant 2011 PPP GDP","","","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","Sources: World Bank analysis based on World Energy Statistics and Balances, IEA (2017); Energy Balances, UN Statistics Division (2017)","","","","","","","","","","","","","","","","","6.41","6.66","6.48","6.21","6.08","5.90","5.94","5.91","5.94","5.87","5.81","5.70","5.49","5.34","5.20","5.08",2015.0,"5.08"
