series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Age	Units	Age description	Units description	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	268	43.3713615	42.04813028	GEO	Georgia	1	15+	NUMBER	15 years old and over	Number	9.49061	10.93416	13.19599	16.16825	20.87443	19.89702	20.47466	22.87754	27.26606	32.33284	32.26355	32.13647	32.67462	31.334708	2016	32.67462	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	270	-15.39944785	13.45295927	GMB	Gambia	1	15+	NUMBER	15 years old and over	Number	4.25936	4.51026	5.25306	6.18518	7.40195	7.73297	9.45901	9.16126	8.76259	9.17182	8.96046	9.02799	8.10571	8.805714	2016	8.10571	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	275	35.25694122	31.94347933	PSE	State of Palestine	1	15+	NUMBER	15 years old and over	Number	8.77172	8.68385	9.05938	9.29323	10.4058	10.85112	10.47734	10.69569	10.50035	10.31094	10.76016	10.95389	11.83027	10.871122	2016	11.83027	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	276	10.3806066	51.08862743	DEU	Germany	1	15+	NUMBER	15 years old and over	Number	21.30151	20.20972	16.69511	16.31573	16.3244	15.86496	15.71192	15.84649	14.18075	14.8931	14.55075	14.04671	13.45917	14.226096	2016	13.45917	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	288	-1.205623522	7.964825185	GHA	Ghana	1	15+	NUMBER	15 years old and over	Number	3.06223	3.2293	3.59789	4.56253	4.7675	5.09572	5.36097	5.37828	5.66646	5.82495	6.04661	7.12012	7.12831	6.35729	2016	7.12831	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	292	-5.347561686	36.13895036	GIB	Gibraltar	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	296	-157.5643005	1.768837732	KIR	Kiribati	1	15+	NUMBER	15 years old and over	Number								5.98641	5.84881	5.70085				5.77483	2013	5.70085	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	300	22.58307827	39.47301873	GRC	Greece	1	15+	NUMBER	15 years old and over	Number	34.17847	35.33331	38.16166	40.21209	42.65823	42.27041	41.25876	39.62103	37.70829	32.52237	28.16511	26.80904	24.68241	29.977444	2016	24.68241	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	304	-41.39371316	74.75625681	GRL	Greenland	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	308	-61.68248568	12.11238395	GRD	Grenada	1	15+	NUMBER	15 years old and over	Number	38.07804	34.71017	34.20534	33.81897	33.51476	33.23363	32.94719	34.0283	35.07632	34.81266	34.57682	34.38089	27.84352	33.338042	2016	27.84352	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	312	-61.64762115	16.14416917	GLP	Guadeloupe	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	316	144.7029305	13.35485404	GUM	Guam	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	320	-91.2312746	15.00273719	GTM	Guatemala	1	15+	NUMBER	15 years old and over	Number	17.94271	17.72	17.36643	27.62763	30.25994	32.65424	33.3784	34.09057	34.58118	34.8241	34.55772	34.3886	33.34884	34.340088	2016	33.34884	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	324	-11.28173419	11.00210343	GIN	Guinea	1	15+	NUMBER	15 years old and over	Number	0.67889	0.66431	0.75864	0.82958	1.03367	1.21004	1.32768	1.47227	1.62372	1.68938	2.26778	2.52362	2.63606	2.148112	2016	2.63606	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	328	-58.97322037	4.788012784	GUY	Guyana	1	15+	NUMBER	15 years old and over	Number	6.06467	6.05265	6.20703	6.35513	6.49566	6.63182	6.76458	7.45766	7.73962	8.20104	8.46028	8.52948	8.42784	8.271652	2016	8.42784	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	332	-72.33640958	18.40426539	HTI	Haiti	1	15+	NUMBER	15 years old and over	Number	3.15364	3.13412	3.06311	2.92917	2.88243	2.86867	2.44875	2.59735	2.69345	2.68225	2.67195	2.6631		2.6776875	2015	2.6631	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	334	73.52633626	-53.09106147	HMD	Heard Island and McDonald Islands	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	336	12.45315803	41.90343751	VAT	Holy See	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	340	-86.59974381	14.82243161	HND	Honduras	1	15+	NUMBER	15 years old and over	Number	15.27486	16.02531	17.96784	21.37689	22.66875	21.7447	19.07984	19.35103	21.23541	21.5634	21.42212	19.41859	19.64496	20.656896	2016	19.64496	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	15+	NUMBER	15 years old and over	Number	23.55472	23.23765	23.06117	23.42413	23.8009	23.51908	23.84471	23.83335	23.2582	22.79475	22.52853	22.12973	21.43189	22.42862	2016	21.43189	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	348	19.41221519	47.1651448	HUN	Hungary	1	15+	NUMBER	15 years old and over	Number	13.79081	14.80907	16.14962	17.33662	17.98837	17.65176	16.78415	16.43946	16.07883	15.41141	15.50251	15.12778	14.6992	15.363946	2016	14.6992	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	352	-19.02116966	64.79134763	ISL	Iceland	1	15+	NUMBER	15 years old and over	Number	90.90122	86.1775	77.58179	73.31082	69.67993	60.84659	57.56329	52.20438	47.14086	43.125	40.28657	36.41649	35.60154	40.514092	2016	35.60154	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	356	79.3608464	22.34642074	IND	India	1	15+	NUMBER	15 years old and over	Number	8.96515	8.92713	8.89685	9.00683	9.31359	9.60238	10.03731	10.51204	11.18393	11.85125	12.86703	13.54457	14.05615	12.700586	2016	14.05615	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	360	113.9174	-0.994582204	IDN	Indonesia	1	15+	NUMBER	15 years old and over	Number	5.16616	5.27598	5.72188	5.96973	6.57848	7.63431	8.10295	14.7069	16.89586	17.69797	17.91836	17.75491	17.38709	17.530838	2016	17.38709	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	15+	NUMBER	15 years old and over	Number	28.31294	27.61535	27.39306	27.5282	28.32288	28.0089	25.8275	29.09752	26.70574	27.27398	27.22233	30.89137	31.29941	28.678566	2016	31.29941	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	368	43.76606267	33.05013795	IRQ	Iraq	1	15+	NUMBER	15 years old and over	Number			3.36815	3.33091	3.32326	4.66373	5.10085	4.95831	5.41662	5.34997	5.25115	4.89486	4.0819	4.9989	2016	4.0819	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	372	-7.121425272	53.25274054	IRL	Ireland	1	15+	NUMBER	15 years old and over	Number	35.69051	34.38118	33.70483	32.92336	33.4691	34.11718	27.95957	26.99348	24.47239	22.89493	21.96323	21.938	21.51365	22.55644	2016	21.51365	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	376	34.62277992	31.06164552	ISR	Israel	1	15+	NUMBER	15 years old and over	Number	19.78889	19.60197	19.4059	19.45556	19.82575	19.68292	21.5533	21.87753	21.85172	21.48577	20.85373	20.06461	18.85757	20.62268	2016	18.85757	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	380	12.57022427	42.79917282	ITA	Italy	1	15+	NUMBER	15 years old and over	Number	56.17271	56.72385	57.95721	59.12251	62.56469	59.65565	58.39653	57.95705	56.42957	53.2591	50.78583	49.55885	48.65726	51.738122	2016	48.65726	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	15+	NUMBER	15 years old and over	Number	1.38113	1.46432	1.58795	1.83527	2.46229	2.73421	4.32955	4.3497	4.56641	4.49163	4.66522	4.95447	5.09291	4.754128	2016	5.09291	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	388	-77.31068409	18.15616857	JAM	Jamaica	1	15+	NUMBER	15 years old and over	Number	6.96235	6.72185	6.67783	6.63913	6.80113	6.46004	6.12263	5.99485	5.91017	5.59233	5.0592	5.14021	5.09136	5.358654	2016	5.09136	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	392	139.2716103	36.6554539	JPN	Japan	1	15+	NUMBER	15 years old and over	Number	34.60584	34.38425	34.11543	33.89886	33.84942	33.81596	33.81826	33.89982	33.94593	33.90489	33.89141	34.14093	34.10426	33.997484	2016	34.10426	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	15+	NUMBER	15 years old and over	Number	3.72649	3.95248	3.07934	3.29182	3.48947	3.36469	3.25855	3.32372	3.29066	3.27785	3.39145	2.96578	2.95662	3.176472	2016	2.95662	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	400	37.13024774	30.65365973	JOR	Jordan	1	15+	NUMBER	15 years old and over	Number	18.22013	17.77418	16.97263	17.01583	16.76785	16.43666	16.77479	16.65313	16.30073	15.85326	15.51368	15.25742	15.08452	15.601922	2016	15.08452	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	404	37.86096816	0.534797278	KEN	Kenya	1	15+	NUMBER	15 years old and over	Number	2.7356	2.62769	2.72134	3.55129	4.12165	4.41597	4.71239	4.97947	5.25242	5.34638	5.54471	5.65211	5.43146	5.445416	2016	5.43146	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	410	127.8610254	36.45201023	KOR	Republic of Korea	1	15+	NUMBER	15 years old and over	Number	16.79809	17.33251	17.8245	18.30856	18.69918	18.19447	18.17917	18.22317	18.31433	18.02381	17.20643	16.77538	16.25747	17.315484	2016	16.25747	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	414	47.49305029	29.53949468	KWT	Kuwait	1	15+	NUMBER	15 years old and over	Number	12.78129	13.70744	14.55638	15.40224	15.49397	15.84736	15.68061	15.79356	14.55599	14.98932	14.84392	14.3556	14.27047	14.60306	2016	14.27047	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	15+	NUMBER	15 years old and over	Number	5.13721	5.30237	5.3233	6.41605	6.8191	6.91402	6.1009	7.14809	7.68788	7.81787	7.84646	8.23518	8.37789	7.993056	2016	8.37789	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	15+	NUMBER	15 years old and over	Number						2.34866	2.53794	2.55416	2.71564	2.75435	2.90806	2.9429	3.03773	2.871736	2016	3.03773	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	422	35.89391711	33.92152458	LBN	Lebanon	1	15+	NUMBER	15 years old and over	Number	30.81334	30.58191	29.9228	29.91437	29.75954	29.64725	29.19918	28.59316	27.08458	25.92651	25.25917	24.55218	24.09049	25.382586	2016	24.09049	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	426	28.25362195	-29.58041814	LSO	Lesotho	1	15+	NUMBER	15 years old and over	Number	2.57739	2.45516	1.99803	2.13088	2.26007	2.30406	3.35952	3.37962	3.31949	3.5552	3.49104		3.73038	3.5240275	2016	3.73038	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	428	26.42461876	56.64196636	LVA	Latvia	1	15+	NUMBER	15 years old and over	Number	31.58769	31.88239	33.41189	37.35917	36.60823	35.34816	34.18378	32.76503	24.63804	21.60074	20.39535	18.05389	17.09159	20.355922	2016	17.09159	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	430	-9.311879038	6.448381009	LBR	Liberia	1	15+	NUMBER	15 years old and over	Number			0.83719	1.10712	1.64192	2.92307	3.6214	3.72335	3.6573	3.80088	3.73418			3.73078666666667	2014	3.73418	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	434	18.0295985	27.04042819	LBY	Libya	1	15+	NUMBER	15 years old and over	Number	8.80562	8.86548	10.63176	10.72437	10.67055	10.83314	11.16536	11.18757	11.45442					11.45442	2012	11.45442	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	438	9.552985019	47.14167005	LIE	Liechtenstein	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	440	23.90517807	55.33680309	LTU	Lithuania	1	15+	NUMBER	15 years old and over	Number	23.76416	25.4951	27.95039	29.93346	29.72214	29.51532	29.05354	18.99553	19.27286	18.07641	16.23983	14.55115	13.42684	16.313418	2016	13.42684	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	442	6.092656563	49.77679538	LUX	Luxembourg	1	15+	NUMBER	15 years old and over	Number	110.9388	105.4068	100.6193	97.54715	94.58591	90.93197	88.62145	85.94871	82.96718	81.69994	79.54892	76.83989	76.13866	79.438918	2016	76.13866	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	15+	NUMBER	15 years old and over	Number	34.46149	34.17985	35.85126	35.85598	36.14537	36.21606	36.06441	36.60794	36.28741	36.79467	37.54909	37.80934	37.46799	37.1817	2016	37.46799	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	450	46.6982339	-19.38514785	MDG	Madagascar	1	15+	NUMBER	15 years old and over	Number	1.12091	1.11462	1.13631	1.26656	1.33343	1.41128	1.46493	1.53044	1.61254	1.67937	1.90111	2.06474	2.20326	1.892204	2016	2.20326	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	454	33.4884625	-13.40819859	MWI	Malawi	1	15+	NUMBER	15 years old and over	Number	0.97868	0.93559	0.92093	1.92032	2.14861	2.24441	2.81948	1.04348	3.19336	3.1676	3.14088	3.18715		3.1722475	2015	3.18715	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	458	116.8346314	5.452415309	MYS	Malaysia	1	15+	NUMBER	15 years old and over	Number	14.04806	12.63157	11.75775	11.49949	11.32434	11.17552	10.95252	11.24593	11.0963	10.85859	10.66039	10.51468	11.48521	10.923034	2016	11.48521	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	462	73.09672546	-0.614385021	MDV	Maldives	1	15+	NUMBER	15 years old and over	Number	10.0769	10.01434	11.59828	11.65411	11.80192	12.07025	11.69907	11.63603	11.65858	11.36693	11.42841	11.48776	14.07745	12.003826	2016	14.07745	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	466	-3.522016039	17.35311254	MLI	Mali	1	15+	NUMBER	15 years old and over	Number	2.44347	2.48491	2.64258	2.9792	2.86121	3.2165	3.64951	4.25693	4.81567	5.04645	5.62945	6.04688	6.07246	5.522182	2016	6.07246	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	470	14.44617519	35.89194275	MLT	Malta	1	15+	NUMBER	15 years old and over	Number	38.9898	39.43245	37.48776	38.57714	40.14166	40.20421	39.5247	41.53103	38.0462	38.17255	37.76186	38.41718	36.09711	37.69898	2016	36.09711	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	474	-60.91544135	14.56086108	MTQ	Martinique	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	478	-10.33187259	20.26089546	MRT	Mauritania	1	15+	NUMBER	15 years old and over	Number				3.93866	4.11821	4.13527	4.14542	4.1045	4.58975	6.53336	6.77744	7.1217	8.30709	6.665868	2016	8.30709	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	480	57.568022	-20.28581998	MUS	Mauritius	1	15+	NUMBER	15 years old and over	Number	18.14074	18.27924	18.64517	18.95307	19.55484	21.09933	21.31144	21.61193	21.91073	22.23793	22.47028	21.71657	20.39889	21.74688	2016	20.39889	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	484	-102.5148166	23.93378032	MEX	Mexico	1	15+	NUMBER	15 years old and over	Number	10.86699	10.92181	11.25661	12.36249	13.21943	13.79673	14.1929	14.1989	15.04865	14.97493	14.8594	14.10098	14.15449	14.62769	2016	14.15449	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	492	7.424214814	43.73532918	MCO	Monaco	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	496	103.0728057	46.83892054	MNG	Mongolia	1	15+	NUMBER	15 years old and over	Number	40.00473	41.65859	46.1218	53.09622	57.27401	54.36529	54.70617	65.82909	68.41561	70.97475	71.60711	70.56165	70.3664	70.385104	2016	70.3664	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	15+	NUMBER	15 years old and over	Number	7.26301	7.78286	8.22334	9.17538	10.63648	10.20767	10.35734	11.23561	11.40966	11.9599	12.08657	10.01618	9.98758	11.091978	2016	9.98758	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	499	19.25214024	42.78717043	MNE	Montenegro	1	15+	NUMBER	15 years old and over	Number	21.09495	25.08601	27.24473	34.64891	41.77155	43.58135	39.78268	40.27676	40.56431	42.42132	41.89492	42.97099	44.20158	42.410624	2016	44.20158	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	500	-62.19261223	16.73558313	MSR	Montserrat	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	504	-6.281942841	31.8440131	MAR	Morocco	1	15+	NUMBER	15 years old and over	Number	9.88312	10.59427	11.46922	12.605	14.11948	19.5161	20.73875	21.74936	22.7769	23.49719	23.95049	24.45891	24.6652	23.869738	2016	24.6652	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	508	38.18479941	-14.27963886	MOZ	Mozambique	1	15+	NUMBER	15 years old and over	Number	1.79794	2.01908	2.0512	2.37714	2.51157	2.86978	3.28669	3.50855	3.72623	3.73741	3.97047	4.12374	4.19538	3.950646	2016	4.19538	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	512	57.87743482	21.98805614	OMN	Oman	1	15+	NUMBER	15 years old and over	Number	21.16286	20.16888	19.62727	20.01675	20.60602	21.04193	20.39699	19.56892	18.8974	19.20455	17.56396	16.88788	16.3488	17.780518	2016	16.3488	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	516	17.21907885	-22.13817068	NAM	Namibia	1	15+	NUMBER	15 years old and over	Number	10.71006	10.70973	11.75025	12.42863	12.59862	12.6644	12.70539	12.74914	12.55714	12.56824	13.0411	13.02764	14.6976	13.178344	2016	14.6976	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	520	166.92313	-0.528742623	NRU	Nauru	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	524	83.94678863	28.25866332	NPL	Nepal	1	15+	NUMBER	15 years old and over	Number	2.58022	2.53334	2.58331	3.55409	3.53972	4.66202	5.15307	7.31694	8.33675	8.25416	8.36132	8.80622	9.58023	8.667736	2016	9.58023	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	528	5.331480568	51.86728884	NLD	Netherlands	1	15+	NUMBER	15 years old and over	Number	33.61277	28.072	27.69631	28.65758	27.5722	25.22525	23.01517	21.30453	19.64608	17.34928	14.73873	13.99138	12.45524	15.636142	2016	12.45524	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	531	-68.95033464	12.15058042	CUW	Curaçao	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	533	-69.97050586	12.50878756	ABW	Aruba	1	15+	NUMBER	15 years old and over	Number								20.96229	21.96354	19.28942	19.06169	18.86214	19.83641	19.80264	2016	19.83641	Financial Access Survey (FAS), IMF's Statistics Department, accessible at http://imf.data.org/FAS	C
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	15+	NUMBER	15 years old and over	Number																		
2018.Q2.G.01	FB_CBK_BRCH	Number of commercial bank branches per 100,000 adults	540	165.5067368	-21.41742531	NCL	New Caledonia	1	15+	NUMBER	15 years old and over	Number																		
