"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2014","Value_2015","Latest_Year","Latest_Value","Nature_Desc","Source"
"218","Ecuador","ECU","-78.37005241","-1.447785891","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.74","",2014.0,"3.74","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"222","El Salvador","SLV","-88.86862995","13.73603564","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","11.37","",2014.0,"11.37","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"226","Equatorial Guinea","GNQ","10.46535826","1.565792376","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.10","",2014.0,"0.10","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"231","Ethiopia","ETH","39.63505296","8.631223181","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","11.60","",2014.0,"11.60","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"232","Eritrea","ERI","38.11074289","16.12894644","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","10.11","",2014.0,"10.11","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"233","Estonia","EST","25.84093481","58.68487172","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","22.48","",2014.0,"22.48","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"234","Faroe Islands","FRO","-7.122044325","62.21228119","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.45","",2014.0,"0.45","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"246","Finland","FIN","23.308447","61.91586738","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","10.45","",2014.0,"10.45","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"248","Åland Islands","ALA","19.80945969","60.1544901","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"250","France","FRA","2.457288129","46.62660861","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","22.77","",2014.0,"22.77","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"254","French Guiana","GUF","-53.23619089","3.922673437","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.00","",2014.0,"0.00","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"258","French Polynesia","PYF","-149.4052367","-17.67709294","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"260","French Southern Territories","ATF","69.64849091","-49.6068576","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","7.90","",2014.0,"7.90","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"266","Gabon","GAB","11.78727747","-0.60687619","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.12","",2014.0,"0.12","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"268","Georgia","GEO","43.3713615","42.04813028","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.57","",2014.0,"4.57","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"270","Gambia","GMB","-15.39944785","13.45295927","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","1.45","",2014.0,"1.45","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"275","State of Palestine","PSE","35.25694122","31.94347933","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","48.75","",2014.0,"48.75","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"276","Germany","DEU","10.3806066","51.08862743","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","41.46","",2014.0,"41.46","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"288","Ghana","GHA","-1.205623522","7.964825185","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.79","",2014.0,"2.79","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"292","Gibraltar","GIB","-5.347561686","36.13895036","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"296","Kiribati","KIR","-157.5643005","1.768837732","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"300","Greece","GRC","22.58307827","39.47301873","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","19.72","",2014.0,"19.72","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"304","Greenland","GRL","-41.39371316","74.75625681","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"308","Grenada","GRD","-61.68248568","12.11238395","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","7.05","",2014.0,"7.05","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"312","Guadeloupe","GLP","-61.64762115","16.14416917","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"316","Guam","GUM","144.7029305","13.35485404","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"320","Guatemala","GTM","-91.2312746","15.00273719","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","3.76","",2014.0,"3.76","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"324","Guinea","GIN","-11.28173419","11.00210343","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.33","",2014.0,"0.33","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"328","Guyana","GUY","-58.97322037","4.788012784","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.86","",2014.0,"0.86","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"332","Haiti","HTI","-72.33640958","18.40426539","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","15.64","",2014.0,"15.64","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"334","Heard Island and McDonald Islands","HMD","73.52633626","-53.09106147","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"336","Holy See","VAT","12.45315803","41.90343751","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"340","Honduras","HND","-86.59974381","14.82243161","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.49","",2014.0,"2.49","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"344","China, Hong Kong Special Administrative Region","HKG","114.0266445","22.41749934","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","",""
"348","Hungary","HUN","19.41221519","47.1651448","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","8.20","",2014.0,"8.20","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"352","Iceland","ISL","-19.02116966","64.79134763","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","0.24",2015.0,"0.24","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"356","India","IND","79.3608464","22.34642074","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","44.53","",2014.0,"44.53","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"360","Indonesia","IDN","113.9174","-0.994582204","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","9.24","",2014.0,"9.24","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"364","Iran (Islamic Republic of)","IRN","54.19766348","32.74370885","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","90.00","",2014.0,"90.00","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"368","Iraq","IRQ","43.76606267","33.05013795","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","93.06","",2014.0,"93.06","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"372","Ireland","IRL","-7.121425272","53.25274054","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.38","",2014.0,"2.38","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"376","Israel","ISR","34.62277992","31.06164552","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","110.45","",2014.0,"110.45","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"380","Italy","ITA","12.57022427","42.79917282","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","44.83","",2014.0,"44.83","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"384","Côte d'Ivoire","CIV","-5.552690016","7.62211586","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.71","",2014.0,"2.71","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"388","Jamaica","JAM","-77.31068409","18.15616857","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","11.34","",2014.0,"11.34","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"392","Japan","JPN","139.2716103","36.6554539","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","28.45","",2014.0,"28.45","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
"398","Kazakhstan","KAZ","66.65359159","48.01963494","6","Ensure availability and sustainable management of water and sanitation for all","6.4","By 2030, substantially increase water-use efficiency across all sectors and ensure sustainable withdrawals and supply of freshwater to address water scarcity and substantially reduce the number of people suffering from water scarcity","6.4.2","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources","1","ER_H2O_STRESS","Level of water stress: freshwater withdrawal as a proportion of available freshwater resources (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","28.14","",2014.0,"28.14","Data nature not available","Food and Agriculture Organisation of United Nations (FAO)"
