"GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","Bounds_Code","Bounds_Desc","ReportingType_Code","ReportingType_Desc","Value_1993.0","Value_1994.0","Value_1995.0","Value_1996.0","Value_1997.0","Value_1998.0","Value_1999.0","Value_2000.0","Value_2001.0","Value_2002.0","Value_2003.0","Value_2004.0","Value_2005.0","Value_2006.0","Value_2007.0","Value_2008.0","Value_2009.0","Value_2010.0","Value_2011.0","Value_2012.0","Value_2013.0","Value_2014.0","Value_2015.0","Value_2016.0","Value_2017.0","Value_2018.0","Latest_Year","Latest_Value","Nature_Desc","Source"
"34","Southern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","0.78871","0.78684","0.783","0.77789","0.77514","0.77043","0.76411","0.75949","0.75278","0.74782","0.74405","0.73925","0.73512","0.73025","0.72552","0.72186","0.71779","0.71497","0.71196","0.71","0.70825","0.70725","0.70564","0.70373","0.70106","0.70073",2018.0,"0.70073","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"34","Southern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","0.76752","0.76576","0.76388","0.76176","0.75885","0.75504","0.75046","0.74606","0.74185","0.73728","0.73313","0.72983","0.7257","0.72075","0.7168","0.71258","0.70813","0.70404","0.6998","0.69654","0.6919","0.68717","0.68302","0.67931","0.67475","0.6705",2018.0,"0.6705","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"34","Southern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","0.75204","0.75123","0.7493","0.7485","0.74565","0.74125","0.73802","0.73455","0.73098","0.72645","0.72155","0.719","0.7152","0.71134","0.70597","0.70115","0.6949","0.69003","0.68424","0.67684","0.66816","0.66305","0.65623","0.65022","0.64154","0.63437",2018.0,"0.63437","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"35","South-Eastern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","0.83806","0.83537","0.83284","0.82969","0.82661","0.82227","0.81692","0.81103","0.8061","0.80113","0.79591","0.7906","0.78666","0.78152","0.77694","0.77189","0.76716","0.76315","0.75978","0.75716","0.75548","0.75383","0.75186","0.75057","0.74858","0.74788",2018.0,"0.74788","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"35","South-Eastern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","0.82765","0.82587","0.82358","0.82075","0.81701","0.81261","0.80764","0.80257","0.79765","0.79229","0.78794","0.78165","0.77798","0.77311","0.76747","0.76383","0.75907","0.75457","0.75015","0.74469","0.74","0.735","0.73038","0.72459","0.71953","0.71471",2018.0,"0.71471","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"35","South-Eastern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","0.81925","0.81818","0.81641","0.81205","0.80755","0.80306","0.79853","0.79362","0.78871","0.7841","0.77909","0.77409","0.76933","0.76408","0.75819","0.75335","0.74513","0.7391","0.73173","0.72543","0.71669","0.70986","0.70189","0.69639","0.68586","0.67712",2018.0,"0.67712","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"39","Southern Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39","Southern Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"39","Southern Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53","Australia and New Zealand","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","0.88143","0.88043","0.87913","0.87739","0.87556","0.87245","0.86851","0.86592","0.86312","0.85934","0.8562","0.85363","0.85082","0.84675","0.84395","0.84101","0.83827","0.83512","0.83191","0.82855","0.82547","0.82208","0.81905","0.81575","0.81263","0.80938",2018.0,"0.80938","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"53","Australia and New Zealand","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","0.88496","0.88355","0.88216","0.88083","0.8792","0.87786","0.87473","0.87147","0.86812","0.86529","0.86235","0.85895","0.85591","0.85279","0.84965","0.84681","0.84395","0.84117","0.84015","0.8383","0.83727","0.83586","0.83551","0.83403","0.83305","0.83197",2018.0,"0.83197","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"53","Australia and New Zealand","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","0.87846","0.87774","0.8758","0.87297","0.86956","0.86638","0.86366","0.86022","0.85745","0.85425","0.85089","0.84767","0.84448","0.84098","0.83751","0.83342","0.82902","0.82428","0.81864","0.81576","0.80827","0.80473","0.80029","0.79251","0.78829","0.78061",2018.0,"0.78061","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"54","Melanesia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54","Melanesia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54","Melanesia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57","Micronesia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57","Micronesia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57","Micronesia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"61","Polynesia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"61","Polynesia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"61","Polynesia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62","Central and Southern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","0.75992","0.75974","0.75857","0.75692","0.75422","0.74976","0.747","0.74182","0.7384","0.73464","0.72991","0.72701","0.72171","0.71795","0.71379","0.70832","0.70286","0.69604","0.69025","0.68331","0.67921","0.67139","0.66473","0.65556","0.64949","0.64543",2018.0,"0.64543","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"62","Central and Southern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","0.77487","0.77379","0.77142","0.76944","0.7657","0.76211","0.75809","0.75367","0.74935","0.74491","0.74106","0.73604","0.73198","0.72779","0.72324","0.71952","0.71502","0.71189","0.70772","0.70385","0.69924","0.69511","0.69172","0.68712","0.68309","0.67881",2018.0,"0.67881","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"62","Central and Southern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","0.79524","0.79164","0.78797","0.7847","0.78045","0.77696","0.77237","0.76626","0.76068","0.75544","0.75136","0.74681","0.74254","0.7377","0.73279","0.72835","0.725","0.72237","0.72","0.7172","0.71508","0.71413","0.71302","0.71145","0.71037","0.70921",2018.0,"0.70921","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"97","European Union","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97","European Union","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"97","European Union","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"127","Southern Asia (excluding India)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"127","Southern Asia (excluding India)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"127","Southern Asia (excluding India)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"135","Caucasus and Central Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"135","Caucasus and Central Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"135","Caucasus and Central Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"142","Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"142","Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"142","Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"143","Central Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","0.94689","0.94657","0.9459","0.94551","0.94481","0.94405","0.94368","0.94294","0.94217","0.94171","0.94109","0.94065","0.94016","0.93967","0.9393","0.93897","0.93834","0.93784","0.93732","0.9371","0.93654","0.9361","0.93569","0.93525","0.93492","0.93414",2018.0,"0.93414","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"143","Central Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","0.91278","0.91129","0.91161","0.90906","0.90675","0.90486","0.90277","0.89993","0.89797","0.89605","0.89378","0.8926","0.89072","0.88814","0.8852","0.88269","0.88024","0.87729","0.87311","0.87157","0.86832","0.86477","0.86057","0.85918","0.85457","0.85422",2018.0,"0.85422","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"143","Central Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","UB","Upper bound","G","Global","0.95086","0.95006","0.94936","0.94855","0.94753","0.947","0.94616","0.94562","0.94485","0.94411","0.94364","0.94318","0.94267","0.94349","0.94502","0.94546","0.94717","0.94848","0.95093","0.95301","0.95391","0.95331","0.95611","0.95948","0.95867","0.9602",2018.0,"0.9602","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"145","Western Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","LB","Lower bound","G","Global","0.86927","0.86884","0.86791","0.86501","0.863","0.85941","0.8564","0.85335","0.84984","0.84721","0.8431","0.83964","0.83649","0.83227","0.82895","0.82493","0.82213","0.8176","0.81177","0.8077","0.80232","0.7968","0.79037","0.78902","0.78216","0.77392",2018.0,"0.77392","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
"145","Western Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.5","Take urgent and significant action to reduce the degradation of natural habitats, halt the loss of biodiversity and, by 2020, protect and prevent the extinction of threatened species","15.5.1","Red List Index","1","ER_RSK_LSTI","Red List Index","2019.Q1.G.01","INDEX","Index","MP","Mid-point","G","Global","0.87434","0.87387","0.87307","0.87136","0.86932","0.86649","0.86378","0.85993","0.85695","0.85413","0.85126","0.84793","0.8452","0.84133","0.83907","0.83603","0.83351","0.83051","0.82741","0.82457","0.82181","0.81888","0.81658","0.81352","0.81078","0.80773",2018.0,"0.80773","Estimated data","BirdLife International and IUCN (2018), based on global estimates of the extinction risk (IUCN Red List categories) of all mammals, birds, amphibians, corals and cycads, derived from local and national data, disaggregated to the national scale and weighted by the proportion of each species's distribution in the country or region."
