"GeoArea_Code","GeoArea_Desc","ISO3CD","X","Y","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Units_Code","Units_Desc","ReportingType_Code","ReportingType_Desc","Value_2005","Value_2010","Value_2015","Latest_Year","Latest_Value","Nature_Desc","Source"
"184","Cook Islands","COK","-159.7711391","-21.22696458","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.000","0.000","0.000",2015.0,"0.000","Country data","Official country data submitted to FAO"
"188","Costa Rica","CRI","-84.19712782","9.970998683","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.950","0.900","1.130",2015.0,"1.130","Country data","Official country data submitted to FAO"
"191","Croatia","HRV","17.95874553","45.45172212","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.190","0.180","0.020",2015.0,"0.020","Country data","Official country data submitted to FAO"
"192","Cuba","CUB","-79.54460144","22.10030366","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.060","1.680","1.760",2015.0,"1.760","Country data","Official country data submitted to FAO"
"196","Cyprus","CYP","33.22285964","35.05659437","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.140","0.000","-0.020",2015.0,"-0.020","Country data","Official country data submitted to FAO"
"203","Czechia","CZE","15.33151382","49.73913871","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.080","0.080","0.080",2015.0,"0.080","Country data","Official country data submitted to FAO"
"204","Benin","BEN","2.339933594","9.65401646","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-1.010","-1.060","-1.120",2015.0,"-1.120","Country data","Official country data submitted to FAO"
"208","Denmark","DNK","9.326571283","56.03829721","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-0.970","1.030","0.840",2015.0,"0.840","Country data","Official country data submitted to FAO"
"212","Dominica","DMA","-61.3493756","15.43391378","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-0.570","-0.590","-0.600",2015.0,"-0.600","Estimated data","FAO Estimate"
"214","Dominican Republic","DOM","-70.49847576","18.89832088","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.140","1.920","1.760",2015.0,"1.760","Country data","Official country data submitted to FAO"
"218","Ecuador","ECU","-78.37005241","-1.447785891","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-0.580","-0.600","-0.620",2015.0,"-0.620","Country data","Official country data submitted to FAO"
"222","El Salvador","SLV","-88.86862995","13.73603564","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-1.430","-1.470","-1.580",2015.0,"-1.580","Country data","Official country data submitted to FAO"
"226","Equatorial Guinea","GNQ","10.46535826","1.565792376","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-0.670","-0.710","-0.720",2015.0,"-0.720","Country data","Official country data submitted to FAO"
"231","Ethiopia","ETH","39.63505296","8.631223181","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-1.050","-1.110","0.330",2015.0,"0.330","Country data","Official country data submitted to FAO"
"232","Eritrea","ERI","38.11074289","16.12894644","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-0.280","-0.280","-0.290",2015.0,"-0.290","Estimated data","FAO Estimate"
"233","Estonia","EST","25.84093481","58.68487172","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.080","-0.160","-0.020",2015.0,"-0.020","Country data","Official country data submitted to FAO"
"234","Faroe Islands","FRO","-7.122044325","62.21228119","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.000","0.000","0.000",2015.0,"0.000","Estimated data","FAO Estimate"
"238","Falkland Islands (Malvinas)","FLK","-58.75246778","-51.74562601","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"239","South Georgia and the South Sandwich Islands","SGS","-36.90662765","-54.20736749","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"242","Fiji","FJI","177.9660884","-17.83301566","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.340","-0.090","0.480",2015.0,"0.480","Country data","Official country data submitted to FAO"
"246","Finland","FIN","23.308447","61.91586738","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-0.270","0.070","0.000",2015.0,"0.000","Country data","Official country data submitted to FAO"
"248","Åland Islands","ALA","19.80945969","60.1544901","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"250","France","FRA","2.457288129","46.62660861","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.740","0.700","0.680",2015.0,"0.680","Country data","Official country data submitted to FAO"
"254","French Guiana","GUF","-53.23619089","3.922673437","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-0.030","-0.070","-0.020",2015.0,"-0.020","Country data","Official country data submitted to FAO"
"258","French Polynesia","PYF","-149.4052367","-17.67709294","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.360","3.580","0.000",2015.0,"0.000","Estimated data","FAO Estimate"
"260","French Southern Territories","ATF","69.64849091","-49.6068576","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"262","Djibouti","DJI","42.18274707","11.56004161","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.000","0.000","0.000",2015.0,"0.000","Estimated data","FAO Estimate"
"266","Gabon","GAB","11.78727747","-0.60687619","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.000","0.000","0.890",2015.0,"0.890","Country data","Official country data submitted to FAO"
"268","Georgia","GEO","43.3713615","42.04813028","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.090","0.360","0.000",2015.0,"0.000","Country data","Official country data submitted to FAO"
"270","Gambia","GMB","-15.39944785","13.45295927","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.430","0.380","0.330",2015.0,"0.330","Country data","Official country data submitted to FAO"
"275","State of Palestine","PSE","35.25694122","31.94347933","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.200","0.000","0.000",2015.0,"0.000","Estimated data","FAO Estimate"
"276","Germany","DEU","10.3806066","51.08862743","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.050","0.040","0.020",2015.0,"0.020","Country data","Official country data submitted to FAO"
"288","Ghana","GHA","-1.205623522","7.964825185","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.320","0.310","0.310",2015.0,"0.310","Country data","Official country data submitted to FAO"
"292","Gibraltar","GIB","-5.347561686","36.13895036","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"296","Kiribati","KIR","-157.5643005","1.768837732","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.000","0.000","0.000",2015.0,"0.000","Estimated data","FAO Estimate"
"300","Greece","GRC","22.58307827","39.47301873","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.820","0.790","0.760",2015.0,"0.760","Estimated data","FAO Estimate"
"304","Greenland","GRL","-41.39371316","74.75625681","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.000","0.000","0.000",2015.0,"0.000","Estimated data","FAO Estimate"
"308","Grenada","GRD","-61.68248568","12.11238395","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.000","0.000","0.000",2015.0,"0.000","Estimated data","FAO Estimate"
"312","Guadeloupe","GLP","-61.64762115","16.14416917","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-0.050","-0.330","-0.060",2015.0,"-0.060","Country data","Official country data submitted to FAO"
"316","Guam","GUM","144.7029305","13.35485404","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.000","0.000","0.000",2015.0,"0.000","Estimated data","FAO Estimate"
"320","Guatemala","GTM","-91.2312746","15.00273719","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-1.320","-1.120","-1.000",2015.0,"-1.000","Country data","Official country data submitted to FAO"
"324","Guinea","GIN","-11.28173419","11.00210343","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-0.530","-0.540","-0.560",2015.0,"-0.560","Country data","Official country data submitted to FAO"
"328","Guyana","GUY","-58.97322037","4.788012784","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-0.020","-0.030","-0.060",2015.0,"-0.060","Country data","Official country data submitted to FAO"
"332","Haiti","HTI","-72.33640958","18.40426539","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-0.740","-0.770","-0.800",2015.0,"-0.800","Country data","Official country data submitted to FAO"
"334","Heard Island and McDonald Islands","HMD","73.52633626","-53.09106147","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"336","Holy See","VAT","12.45315803","41.90343751","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"340","Honduras","HND","-86.59974381","14.82243161","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-1.950","-2.160","-2.430",2015.0,"-2.430","Country data","Official country data submitted to FAO"
"344","China, Hong Kong Special Administrative Region","HKG","114.0266445","22.41749934","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","","","","","","",""
"348","Hungary","HUN","19.41221519","47.1651448","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.680","0.630","0.220",2015.0,"0.220","Country data","Official country data submitted to FAO"
"352","Iceland","ISL","-19.02116966","64.79134763","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","4.850","3.190","2.870",2015.0,"2.870","Country data","Official country data submitted to FAO"
"356","India","IND","79.3608464","22.34642074","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","0.700","0.610","0.250",2015.0,"0.250","Country data","Official country data submitted to FAO"
"360","Indonesia","IDN","113.9174","-0.994582204","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","-0.310","-0.710","-0.740",2015.0,"-0.740","Country data","Official country data submitted to FAO"
"364","Iran (Islamic Republic of)","IRN","54.19766348","32.74370885","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTCHG","Forest area net change rate (%)","2019.Q1.G.01","PERCENT","Percentage","G","Global","2.770","0.000","0.000",2015.0,"0.000","Country data","Official country data submitted to FAO"
