series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Mode of transportation	Units	Mode of transportation description	Units description	2016	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	148	18.66618401	15.36279341	TCD	Chad	2	ROA	P_KM	road transport	passenger kilometres	5039919295.89	2016	5039919295.89	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	148	18.66618401	15.36279341	TCD	Chad	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	152	-71.23029019	-35.2652885	CHL	Chile	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	152	-71.23029019	-35.2652885	CHL	Chile	2	ROA	P_KM	road transport	passenger kilometres	314427295208.19	2016	314427295208.19	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	152	-71.23029019	-35.2652885	CHL	Chile	3	RAI	P_KM	rail transport	passenger kilometres	835019325	2016	835019325	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	156	104.1403375	32.30955217	CHN	China	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	156	104.1403375	32.30955217	CHN	China	2	ROA	P_KM	road transport	passenger kilometres	4864144684831.2	2016	4864144684831.2	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	156	104.1403375	32.30955217	CHN	China	3	RAI	P_KM	rail transport	passenger kilometres	1318599589726	2016	1318599589726	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	162	105.6426067	-10.4882473	CXR	Christmas Island	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	162	105.6426067	-10.4882473	CXR	Christmas Island	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	162	105.6426067	-10.4882473	CXR	Christmas Island	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	166	96.82633757	-12.18600682	CCK	Cocos (Keeling) Islands	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	170	-73.07446751	3.888209046	COL	Colombia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	170	-73.07446751	3.888209046	COL	Colombia	2	ROA	P_KM	road transport	passenger kilometres	284587952294.28	2016	284587952294.28	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	170	-73.07446751	3.888209046	COL	Colombia	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	174	43.34234565	-11.66121732	COM	Comoros	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	174	43.34234565	-11.66121732	COM	Comoros	2	ROA	P_KM	road transport	passenger kilometres	255654553.13	2016	255654553.13	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	174	43.34234565	-11.66121732	COM	Comoros	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	175	45.14015057	-12.82217691	MYT	Mayotte	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	175	45.14015057	-12.82217691	MYT	Mayotte	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	175	45.14015057	-12.82217691	MYT	Mayotte	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	178	15.22052612	-0.840544119	COG	Congo	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	178	15.22052612	-0.840544119	COG	Congo	2	ROA	P_KM	road transport	passenger kilometres	10621524270.43	2016	10621524270.43	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	178	15.22052612	-0.840544119	COG	Congo	3	RAI	P_KM	rail transport	passenger kilometres	272321292	2016	272321292	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	2	ROA	P_KM	road transport	passenger kilometres	8827461464.14	2016	8827461464.14	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	180	23.65496507	-2.877154732	COD	Democratic Republic of the Congo	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	184	-159.7711391	-21.22696458	COK	Cook Islands	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	184	-159.7711391	-21.22696458	COK	Cook Islands	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	184	-159.7711391	-21.22696458	COK	Cook Islands	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	188	-84.19712782	9.970998683	CRI	Costa Rica	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	188	-84.19712782	9.970998683	CRI	Costa Rica	2	ROA	P_KM	road transport	passenger kilometres	70683246256.12	2016	70683246256.12	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	188	-84.19712782	9.970998683	CRI	Costa Rica	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	191	17.95874553	45.45172212	HRV	Croatia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	191	17.95874553	45.45172212	HRV	Croatia	2	ROA	P_KM	road transport	passenger kilometres	45312333182.53	2016	45312333182.53	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	191	17.95874553	45.45172212	HRV	Croatia	3	RAI	P_KM	rail transport	passenger kilometres	8.36e+08	2016	8.36e+08	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	192	-79.54460144	22.10030366	CUB	Cuba	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	192	-79.54460144	22.10030366	CUB	Cuba	2	ROA	P_KM	road transport	passenger kilometres	62227558986.66	2016	62227558986.66	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	192	-79.54460144	22.10030366	CUB	Cuba	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	196	33.22285964	35.05659437	CYP	Cyprus	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	196	33.22285964	35.05659437	CYP	Cyprus	2	ROA	P_KM	road transport	passenger kilometres	6176338098.71	2016	6176338098.71	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	196	33.22285964	35.05659437	CYP	Cyprus	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	203	15.33151382	49.73913871	CZE	Czechia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	203	15.33151382	49.73913871	CZE	Czechia	2	ROA	P_KM	road transport	passenger kilometres	8.2512e+10	2016	8.2512e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	203	15.33151382	49.73913871	CZE	Czechia	3	RAI	P_KM	rail transport	passenger kilometres	8.843e+09	2016	8.843e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	204	2.339933594	9.65401646	BEN	Benin	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	204	2.339933594	9.65401646	BEN	Benin	2	ROA	P_KM	road transport	passenger kilometres	4909453415.83	2016	4909453415.83	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	204	2.339933594	9.65401646	BEN	Benin	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	208	9.326571283	56.03829721	DNK	Denmark	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	208	9.326571283	56.03829721	DNK	Denmark	2	ROA	P_KM	road transport	passenger kilometres	6.6544e+10	2016	6.6544e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	208	9.326571283	56.03829721	DNK	Denmark	3	RAI	P_KM	rail transport	passenger kilometres	6.653e+09	2016	6.653e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	212	-61.3493756	15.43391378	DMA	Dominica	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	212	-61.3493756	15.43391378	DMA	Dominica	2	ROA	P_KM	road transport	passenger kilometres	1003097357.74	2016	1003097357.74	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	212	-61.3493756	15.43391378	DMA	Dominica	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	214	-70.49847576	18.89832088	DOM	Dominican Republic	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	214	-70.49847576	18.89832088	DOM	Dominican Republic	2	ROA	P_KM	road transport	passenger kilometres	123047860006.36	2016	123047860006.36	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	214	-70.49847576	18.89832088	DOM	Dominican Republic	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	218	-78.37005241	-1.447785891	ECU	Ecuador	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	218	-78.37005241	-1.447785891	ECU	Ecuador	2	ROA	P_KM	road transport	passenger kilometres	70750380232.98	2016	70750380232.98	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	218	-78.37005241	-1.447785891	ECU	Ecuador	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	222	-88.86862995	13.73603564	SLV	El Salvador	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	222	-88.86862995	13.73603564	SLV	El Salvador	2	ROA	P_KM	road transport	passenger kilometres	33353500614.67	2016	33353500614.67	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	222	-88.86862995	13.73603564	SLV	El Salvador	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	2	ROA	P_KM	road transport	passenger kilometres	21596905306.26	2016	21596905306.26	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	226	10.46535826	1.565792376	GNQ	Equatorial Guinea	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	231	39.63505296	8.631223181	ETH	Ethiopia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	231	39.63505296	8.631223181	ETH	Ethiopia	2	ROA	P_KM	road transport	passenger kilometres	31059273414.04	2016	31059273414.04	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	231	39.63505296	8.631223181	ETH	Ethiopia	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	232	38.11074289	16.12894644	ERI	Eritrea	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	232	38.11074289	16.12894644	ERI	Eritrea	2	ROA	P_KM	road transport	passenger kilometres	1179723266.66	2016	1179723266.66	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	232	38.11074289	16.12894644	ERI	Eritrea	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	233	25.84093481	58.68487172	EST	Estonia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	233	25.84093481	58.68487172	EST	Estonia	2	ROA	P_KM	road transport	passenger kilometres	12304896228.3	2016	12304896228.3	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	233	25.84093481	58.68487172	EST	Estonia	3	RAI	P_KM	rail transport	passenger kilometres	3.16e+08	2016	3.16e+08	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	234	-7.122044325	62.21228119	FRO	Faroe Islands	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	234	-7.122044325	62.21228119	FRO	Faroe Islands	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	234	-7.122044325	62.21228119	FRO	Faroe Islands	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	238	-58.75246778	-51.74562601	FLK	Falkland Islands (Malvinas)	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	239	-36.90662765	-54.20736749	SGS	South Georgia and the South Sandwich Islands	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	242	177.9660884	-17.83301566	FJI	Fiji	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	242	177.9660884	-17.83301566	FJI	Fiji	2	ROA	P_KM	road transport	passenger kilometres	1243309773.65	2016	1243309773.65	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	242	177.9660884	-17.83301566	FJI	Fiji	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	246	23.308447	61.91586738	FIN	Finland	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	246	23.308447	61.91586738	FIN	Finland	2	ROA	P_KM	road transport	passenger kilometres	6.5262e+10	2016	6.5262e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	246	23.308447	61.91586738	FIN	Finland	3	RAI	P_KM	rail transport	passenger kilometres	3.868e+09	2016	3.868e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	248	19.80945969	60.1544901	ALA	Åland Islands	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	248	19.80945969	60.1544901	ALA	Åland Islands	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	248	19.80945969	60.1544901	ALA	Åland Islands	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	250	2.457288129	46.62660861	FRA	France	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	250	2.457288129	46.62660861	FRA	France	2	ROA	P_KM	road transport	passenger kilometres	8.38397e+11	2016	8.38397e+11	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	250	2.457288129	46.62660861	FRA	France	3	RAI	P_KM	rail transport	passenger kilometres	1.03231e+11	2016	1.03231e+11	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	254	-53.23619089	3.922673437	GUF	French Guiana	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	254	-53.23619089	3.922673437	GUF	French Guiana	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	254	-53.23619089	3.922673437	GUF	French Guiana	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	258	-149.4052367	-17.67709294	PYF	French Polynesia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	258	-149.4052367	-17.67709294	PYF	French Polynesia	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	258	-149.4052367	-17.67709294	PYF	French Polynesia	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	260	69.64849091	-49.6068576	ATF	French Southern Territories	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	260	69.64849091	-49.6068576	ATF	French Southern Territories	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	260	69.64849091	-49.6068576	ATF	French Southern Territories	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	262	42.18274707	11.56004161	DJI	Djibouti	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	262	42.18274707	11.56004161	DJI	Djibouti	2	ROA	P_KM	road transport	passenger kilometres	748571117.49	2016	748571117.49	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	262	42.18274707	11.56004161	DJI	Djibouti	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	266	11.78727747	-0.60687619	GAB	Gabon	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	266	11.78727747	-0.60687619	GAB	Gabon	2	ROA	P_KM	road transport	passenger kilometres	42773027189.06	2016	42773027189.06	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	266	11.78727747	-0.60687619	GAB	Gabon	3	RAI	P_KM	rail transport	passenger kilometres	109780651	2016	109780651	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	268	43.3713615	42.04813028	GEO	Georgia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	268	43.3713615	42.04813028	GEO	Georgia	2	ROA	P_KM	road transport	passenger kilometres	6.945e+09	2016	6.945e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	268	43.3713615	42.04813028	GEO	Georgia	3	RAI	P_KM	rail transport	passenger kilometres	5.45e+08	2016	5.45e+08	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	270	-15.39944785	13.45295927	GMB	Gambia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	270	-15.39944785	13.45295927	GMB	Gambia	2	ROA	P_KM	road transport	passenger kilometres	1231892873.22	2016	1231892873.22	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	270	-15.39944785	13.45295927	GMB	Gambia	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	275	35.25694122	31.94347933	PSE	State of Palestine	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	275	35.25694122	31.94347933	PSE	State of Palestine	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	275	35.25694122	31.94347933	PSE	State of Palestine	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	276	10.3806066	51.08862743	DEU	Germany	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	276	10.3806066	51.08862743	DEU	Germany	2	ROA	P_KM	road transport	passenger kilometres	1.027629e+12	2016	1.027629e+12	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	276	10.3806066	51.08862743	DEU	Germany	3	RAI	P_KM	rail transport	passenger kilometres	9.5465e+10	2016	9.5465e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	288	-1.205623522	7.964825185	GHA	Ghana	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	288	-1.205623522	7.964825185	GHA	Ghana	2	ROA	P_KM	road transport	passenger kilometres	13225549814.41	2016	13225549814.41	The International Transport Forum at the OECD (ITF-OECD)	
