series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Mode of transportation	Units	Mode of transportation description	Units description	2016	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	586	68.80479684	29.36491634	PAK	Pakistan	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	586	68.80479684	29.36491634	PAK	Pakistan	2	ROA	P_KM	road transport	passenger kilometres	64018773985.44	2016	64018773985.44	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	586	68.80479684	29.36491634	PAK	Pakistan	3	RAI	P_KM	rail transport	passenger kilometres	22117576863.2	2016	22117576863.2	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	591	-81.26616623	8.450965746	PAN	Panama	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	591	-81.26616623	8.450965746	PAN	Panama	2	ROA	P_KM	road transport	passenger kilometres	93822078859.16	2016	93822078859.16	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	591	-81.26616623	8.450965746	PAN	Panama	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	598	145.8587761	-6.756057077	PNG	Papua New Guinea	2	ROA	P_KM	road transport	passenger kilometres	3737445878.1	2016	3737445878.1	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	598	145.8587761	-6.756057077	PNG	Papua New Guinea	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	600	-60.54854225	-21.70216237	PRY	Paraguay	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	600	-60.54854225	-21.70216237	PRY	Paraguay	2	ROA	P_KM	road transport	passenger kilometres	15337416804.19	2016	15337416804.19	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	600	-60.54854225	-21.70216237	PRY	Paraguay	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	604	-71.82093277	-13.58939705	PER	Peru	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	604	-71.82093277	-13.58939705	PER	Peru	2	ROA	P_KM	road transport	passenger kilometres	194020071355.88	2016	194020071355.88	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	604	-71.82093277	-13.58939705	PER	Peru	3	RAI	P_KM	rail transport	passenger kilometres	77853794	2016	77853794	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	608	120.8601418	14.16591706	PHL	Philippines	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	608	120.8601418	14.16591706	PHL	Philippines	2	ROA	P_KM	road transport	passenger kilometres	134430929995.21	2016	134430929995.21	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	608	120.8601418	14.16591706	PHL	Philippines	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	612	-128.3225873	-24.37538456	PCN	Pitcairn	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	612	-128.3225873	-24.37538456	PCN	Pitcairn	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	616	19.40660158	52.1226733	POL	Poland	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	616	19.40660158	52.1226733	POL	Poland	2	ROA	P_KM	road transport	passenger kilometres	275388955345.43	2016	275388955345.43	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	616	19.40660158	52.1226733	POL	Poland	3	RAI	P_KM	rail transport	passenger kilometres	1.9175e+10	2016	1.9175e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	620	-7.961599811	39.68509315	PRT	Portugal	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	620	-7.961599811	39.68509315	PRT	Portugal	2	ROA	P_KM	road transport	passenger kilometres	88337888280.74	2016	88337888280.74	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	620	-7.961599811	39.68509315	PRT	Portugal	3	RAI	P_KM	rail transport	passenger kilometres	4.146e+09	2016	4.146e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	2	ROA	P_KM	road transport	passenger kilometres	640494468.48	2016	640494468.48	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	626	125.9451052	-8.797497247	TLS	Timor-Leste	2	ROA	P_KM	road transport	passenger kilometres	219379400.35	2016	219379400.35	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	626	125.9451052	-8.797497247	TLS	Timor-Leste	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	630	-66.47591017	18.22753799	PRI	Puerto Rico	2	ROA	P_KM	road transport	passenger kilometres	41817622716.88	2016	41817622716.88	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	630	-66.47591017	18.22753799	PRI	Puerto Rico	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	634	51.19152467	25.28355379	QAT	Qatar	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	634	51.19152467	25.28355379	QAT	Qatar	2	ROA	P_KM	road transport	passenger kilometres	64460227853.93	2016	64460227853.93	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	634	51.19152467	25.28355379	QAT	Qatar	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	638	55.53171398	-21.13183266	REU	Réunion	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	638	55.53171398	-21.13183266	REU	Réunion	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	638	55.53171398	-21.13183266	REU	Réunion	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	642	24.98481009	45.83893563	ROU	Romania	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	642	24.98481009	45.83893563	ROU	Romania	2	ROA	P_KM	road transport	passenger kilometres	114064040997.07	2016	114064040997.07	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	642	24.98481009	45.83893563	ROU	Romania	3	RAI	P_KM	rail transport	passenger kilometres	4.988e+09	2016	4.988e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	643	99.01404926	61.61899849	RUS	Russian Federation	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	643	99.01404926	61.61899849	RUS	Russian Federation	2	ROA	P_KM	road transport	passenger kilometres	1.23509e+11	2016	1.23509e+11	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	643	99.01404926	61.61899849	RUS	Russian Federation	3	RAI	P_KM	rail transport	passenger kilometres	1.2462e+11	2016	1.2462e+11	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	646	29.92310194	-1.999842114	RWA	Rwanda	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	646	29.92310194	-1.999842114	RWA	Rwanda	2	ROA	P_KM	road transport	passenger kilometres	4307422640.63	2016	4307422640.63	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	646	29.92310194	-1.999842114	RWA	Rwanda	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	654	-5.705752501	-15.96503946	SHN	Saint Helena	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	654	-5.705752501	-15.96503946	SHN	Saint Helena	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	2	ROA	P_KM	road transport	passenger kilometres	1444007835.7	2016	1444007835.7	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	660	-63.05651612	18.21525315	AIA	Anguilla	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	660	-63.05651612	18.21525315	AIA	Anguilla	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	660	-63.05651612	18.21525315	AIA	Anguilla	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	662	-60.96529553	13.89405601	LCA	Saint Lucia	2	ROA	P_KM	road transport	passenger kilometres	1701895398.82	2016	1701895398.82	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	662	-60.96529553	13.89405601	LCA	Saint Lucia	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	2	ROA	P_KM	road transport	passenger kilometres	1279151707.31	2016	1279151707.31	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	674	12.46329038	43.93841766	SMR	San Marino	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	674	12.46329038	43.93841766	SMR	San Marino	2	ROA	P_KM	road transport	passenger kilometres	574669223.24	2016	574669223.24	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	674	12.46329038	43.93841766	SMR	San Marino	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	678	6.609772265	0.241554875	STP	Sao Tome and Principe	2	ROA	P_KM	road transport	passenger kilometres	117069529.4	2016	117069529.4	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	678	6.609772265	0.241554875	STP	Sao Tome and Principe	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	682	44.54763347	24.12594211	SAU	Saudi Arabia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	682	44.54763347	24.12594211	SAU	Saudi Arabia	2	ROA	P_KM	road transport	passenger kilometres	311587473020.46	2016	311587473020.46	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	682	44.54763347	24.12594211	SAU	Saudi Arabia	3	RAI	P_KM	rail transport	passenger kilometres	324574577.7	2016	324574577.7	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	686	-14.46636926	14.35920905	SEN	Senegal	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	686	-14.46636926	14.35920905	SEN	Senegal	2	ROA	P_KM	road transport	passenger kilometres	8385598606.98	2016	8385598606.98	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	686	-14.46636926	14.35920905	SEN	Senegal	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	688	20.805876	44.03145697	SRB	Serbia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	688	20.805876	44.03145697	SRB	Serbia	2	ROA	P_KM	road transport	passenger kilometres	28638014934.16	2016	28638014934.16	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	688	20.805876	44.03145697	SRB	Serbia	3	RAI	P_KM	rail transport	passenger kilometres	4.38e+08	2016	4.38e+08	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	690	55.46561591	-4.678053059	SYC	Seychelles	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	690	55.46561591	-4.678053059	SYC	Seychelles	2	ROA	P_KM	road transport	passenger kilometres	1077382088.4	2016	1077382088.4	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	690	55.46561591	-4.678053059	SYC	Seychelles	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	694	-11.78306584	8.568604164	SLE	Sierra Leone	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	694	-11.78306584	8.568604164	SLE	Sierra Leone	2	ROA	P_KM	road transport	passenger kilometres	1685960907.57	2016	1685960907.57	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	694	-11.78306584	8.568604164	SLE	Sierra Leone	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	702	103.8107883	1.361009155	SGP	Singapore	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	702	103.8107883	1.361009155	SGP	Singapore	2	ROA	P_KM	road transport	passenger kilometres	237188788469.35	2016	237188788469.35	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	702	103.8107883	1.361009155	SGP	Singapore	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	703	19.48495604	48.70741446	SVK	Slovakia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	703	19.48495604	48.70741446	SVK	Slovakia	2	ROA	P_KM	road transport	passenger kilometres	3.3665e+10	2016	3.3665e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	703	19.48495604	48.70741446	SVK	Slovakia	3	RAI	P_KM	rail transport	passenger kilometres	3.595e+09	2016	3.595e+09	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	704	105.802499	10.09643079	VNM	Viet Nam	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	704	105.802499	10.09643079	VNM	Viet Nam	2	ROA	P_KM	road transport	passenger kilometres	62611929528.41	2016	62611929528.41	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	704	105.802499	10.09643079	VNM	Viet Nam	3	RAI	P_KM	rail transport	passenger kilometres	4755486195.1	2016	4755486195.1	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	705	14.82209486	46.11958061	SVN	Slovenia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	705	14.82209486	46.11958061	SVN	Slovenia	2	ROA	P_KM	road transport	passenger kilometres	36410457983.76	2016	36410457983.76	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	705	14.82209486	46.11958061	SVN	Slovenia	3	RAI	P_KM	rail transport	passenger kilometres	6.8e+08	2016	6.8e+08	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	706	46.20367477	4.406485729	SOM	Somalia	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	706	46.20367477	4.406485729	SOM	Somalia	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	706	46.20367477	4.406485729	SOM	Somalia	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	710	24.67184355	-29.99957544	ZAF	South Africa	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	710	24.67184355	-29.99957544	ZAF	South Africa	2	ROA	P_KM	road transport	passenger kilometres	395378258686.22	2016	395378258686.22	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	710	24.67184355	-29.99957544	ZAF	South Africa	3	RAI	P_KM	rail transport	passenger kilometres	14470086639.9	2016	14470086639.9	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	716	29.86909584	-19.00075492	ZWE	Zimbabwe	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	716	29.86909584	-19.00075492	ZWE	Zimbabwe	2	ROA	P_KM	road transport	passenger kilometres	2498572525.87	2016	2498572525.87	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	716	29.86909584	-19.00075492	ZWE	Zimbabwe	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	724	-3.554078296	40.39211472	ESP	Spain	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	724	-3.554078296	40.39211472	ESP	Spain	2	ROA	P_KM	road transport	passenger kilometres	380889512293.18	2016	380889512293.18	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	724	-3.554078296	40.39211472	ESP	Spain	3	RAI	P_KM	rail transport	passenger kilometres	2.667e+10	2016	2.667e+10	The International Transport Forum at the OECD (ITF-OECD)	
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	728	30.32618773	7.290839152	SSD	South Sudan	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	728	30.32618773	7.290839152	SSD	South Sudan	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	728	30.32618773	7.290839152	SSD	South Sudan	3	RAI	P_KM	rail transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	732	-13.13515523	24.66265342	ESH	Western Sahara	1	AIR	P_KM	air transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	732	-13.13515523	24.66265342	ESH	Western Sahara	2	ROA	P_KM	road transport	passenger kilometres					
2018.Q2.G.01	IS_RDP_PFVOL	Passenger volume (passenger kilometres), by mode of transport	732	-13.13515523	24.66265342	ESH	Western Sahara	3	RAI	P_KM	rail transport	passenger kilometres					
