series.release	series.code	series.description	geoAreaCode	X	Y	ISO3CD	geoAreaName	sliceId	Units	Units description	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	last.5.years.mean	latest.year	latest.value	latest.source	latest.nature
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	340	-86.59974381	14.82243161	HND	Honduras	1	PERCENT	Percentage	34.37	28.05	33.61	29.3	32.93	31.53	27.4	20.45	17.53	13.47	6.67	5.22	7.59	8.36	6.56	5.8	3.81	3.42	2.07	3.44	2.21	2.05	2	3.16	4.43	4.99	5.91	4.098	2016	5.91	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	344	114.0266445	22.41749934	HKG	China, Hong Kong Special Administrative Region	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	348	19.41221519	47.1651448	HUN	Hungary	1	PERCENT	Percentage																6.92	2.96	2.4	7.69	6.26	3.86	7.48	7.64	10.12				8.88	2013	10.12	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	352	-19.02116966	64.79134763	ISL	Iceland	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	356	79.3608464	22.34642074	IND	India	1	PERCENT	Percentage	27.16	26.76	25.44	25.2	29.72	30.54	25.41	24.54	22.49	15.59	15.38	12.79	16.09	20.44	7.72	9.69	3.04	4.09	4.67	2.43	1.74	1.76	1.67	2.55	3.23	3.09	5.06	3.12	2016	5.06	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	360	113.9174	-0.994582204	IDN	Indonesia	1	PERCENT	Percentage	25.62	23.76	21.95	21.45	19.08	17.5	20.26	13.7	12.89	16.68	11.23	13.78	13.72	12.82	14.41	9.94	15.81	8.59	6.35	7.76	6.59	4.46	4.64	5.6	14.11	8.2	9.4	8.39	2016	9.4	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	364	54.19766348	32.74370885	IRN	Iran (Islamic Republic of)	1	PERCENT	Percentage	1.25	1.15	1.38	2.97	13.17	27.13	26.12	30.21	16.73	16.36	9.16	3.59	4.68	4.54	4.48	4.32	3.13	3.02	2.49	2.05	1.71	1.22	0.31	0.4	0.49	0.77	2.66	0.926	2016	2.66	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	368	43.76606267	33.05013795	IRQ	Iraq	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	372	-7.121425272	53.25274054	IRL	Ireland	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	376	34.62277992	31.06164552	ISR	Israel	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	380	12.57022427	42.79917282	ITA	Italy	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	384	-5.552690016	7.62211586	CIV	Côte d'Ivoire	1	PERCENT	Percentage	19.06	22.35	18.71	19.37	22.05	19.11	17.42	12.06	16.49	18.58	15.85	8.01	9.91	6.17	2.85	1.35	0.81	2.07	7.03	7.33	3.97	3.13	2.44	4.04	4.21	3.55		3.56	2015	3.55	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	388	-77.31068409	18.15616857	JAM	Jamaica	1	PERCENT	Percentage	27.07	29.77	28.81	20.91	18.04	17.81	17.84	16.36	12.35	14.98	15.42	19.45	23.73	21.83	19.62	20.99	14.27	18.78	15.75	29.27	19.62	27.3	22.84	22.82	28.3	27.45	37.19	27.72	2016	37.19	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	392	139.2716103	36.6554539	JPN	Japan	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	398	66.65359159	48.01963494	KAZ	Kazakhstan	1	PERCENT	Percentage						3.53	3.82	4.43	7.5	12	8.82	4.88	7.46	3.12	3.85	3.99	0.82	1.36	0.25	0.37	0.49	0.21	0.35	0.6	0.97	1.54	2.66	1.224	2016	2.66	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	400	37.13024774	30.65365973	JOR	Jordan	1	PERCENT	Percentage	22.12	24.59	24.46	19.44	17.38	15.49	24.98	21.68	21.29	13.03	14.35	13.63	11.45	21.26	10.33	7.94	7.09	6.75	19.45	4.73	4.68	5.16	5.06	4.89	7	12.78	15.13	8.972	2016	15.13	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	404	37.86096816	0.534797278	KEN	Kenya	1	PERCENT	Percentage	28.58	26.28	23.5	12.83	16.98	20.73	18.87	12.94	12.4	13.04	17.3	12.43	13.66	14.48	7.39	9.46	6.75	5.92	4.63	4.83	4.13	4.01	4.97	5.56	10.67	7.28	7.94	7.284	2016	7.94	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	408	127.1803633	40.1462645	PRK	Democratic People's Republic of Korea	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	410	127.8610254	36.45201023	KOR	Republic of Korea	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	414	47.49305029	29.53949468	KWT	Kuwait	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	417	74.52324839	41.46204516	KGZ	Kyrgyzstan	1	PERCENT	Percentage				0.41	4.39	13.23	8.89	6.21	8.9	5.77	9.83	12.37	11.25	8.38	6.56	6.68	5.12	3.43	2.86	3.6	3.67	3.37	2.65	2.47	3.6	5.4	6.52	4.128	2016	6.52	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	418	101.9901968	20.27482773	LAO	Lao People's Democratic Republic	1	PERCENT	Percentage	8.6	6.18	4.78	8.31	4.95	7.6	8.06	6.34	6.31	9.47	7.94	8.97	9.38	10.9	9.96	8.06	4.91	4.89	5.16	6.39	4.01	6.69	5.53	5.87	6.4	6.7	8.65	6.63	2016	8.65	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	422	35.89391711	33.92152458	LBN	Lebanon	1	PERCENT	Percentage													28.85	23.36	31.54	20.75	23.87	21.49	17.13	19.58	17.52	20.89	17.55	15.48	18.16	17.5	20.34	17.806	2016	20.34	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	426	28.25362195	-29.58041814	LSO	Lesotho	1	PERCENT	Percentage	4.16	4.47	5.19	5.27	5.37	6.06	5.56	6.5	8.52	10.12	7.47	8.15	7.73	5.46	3.66	5.7	3.04	5.9	2.23	2.6	2.07	2.02	2.35	2.8	2.93	3.91	4.19	3.236	2016	4.19	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	428	26.42461876	56.64196636	LVA	Latvia	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	430	-9.311879038	6.448381009	LBR	Liberia	1	PERCENT	Percentage															0.43	0.52	0.41	114.39	119.68	5.81	1.43	0.24	0.65	0.76	2.43	7.64	1.23	2.542	2016	1.23	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	434	18.0295985	27.04042819	LBY	Libya	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	438	9.552985019	47.14167005	LIE	Liechtenstein	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	440	23.90517807	55.33680309	LTU	Lithuania	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	442	6.092656563	49.77679538	LUX	Luxembourg	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	446	113.5665388	22.1237259	MAC	China, Macao Special Administrative Region	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	450	46.6982339	-19.38514785	MDG	Madagascar	1	PERCENT	Percentage	44.36	31.88	18.36	14.36	9.55	7.26	10.04	32	17.7	20.51	12.86	6.17	5.42	8.4	8.88	5.95	3.51	0.76	0.92	2.11	2.49	1.59	2.29	2.34	2.57	4.29	3.31	2.96	2016	3.31	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	454	33.4884625	-13.40819859	MWI	Malawi	1	PERCENT	Percentage	28.03	24.1	23.49	22.21	22.34	24.41	15.17	13.89	14.68	13.8	12.9	9.32	7.51	6.63	10.45	12.43	8.64	3.63	3.12	2.83	1.64	1.38	2.03	3.13	3.93	4.27	4.98	3.668	2016	4.98	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	458	116.8346314	5.452415309	MYS	Malaysia	1	PERCENT	Percentage	10.59	5.58	7.33	6.2	6.02	2.91	4.35	2.89	2.51	2.83	2.79	3.58	4.96	4.73	3.56	3.58	1.9	2.23	1.06	3.15	1.24	1.71	1.75	1.13	1.42	3.5	1.66	1.892	2016	1.66	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	462	73.09672546	-0.614385021	MDV	Maldives	1	PERCENT	Percentage	3.99	3.64	3.05	3.74	3.38	3.31	3.07	6.9	3.56	3.78	3.99	4.31	4.18	3.52	4.04	5.92	3.73	2.13	2.68	3.48	3.03	3.14	3.11	2.43	2.46	2.49	2.47	2.592	2016	2.47	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	466	-3.522016039	17.35311254	MLI	Mali	1	PERCENT	Percentage	14.66	9.18	11.94	16.08	21.14	15.79	20.76	10.62	11.07	13.85	12.91	8.72	7.46	6.39	7.9	6.72	4.32	3.17	2.61	3.09	2.45	2.34	1.75	2.99	2.96	4.2		2.975	2015	4.2	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	470	14.44617519	35.89194275	MLT	Malta	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	474	-60.91544135	14.56086108	MTQ	Martinique	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	478	-10.33187259	20.26089546	MRT	Mauritania	1	PERCENT	Percentage	28.78	18.83	18.99	29.23	23.84	22.06	21.93	22.93	25.7								5.53	7.14	2.89	4.68	4.83	3.84	4.95	5.51	9.79	11.96	13.05	9.052	2016	13.05	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	480	57.568022	-20.28581998	MUS	Mauritius	1	PERCENT	Percentage	7.26	7.08	7.92	5.44	5.73	5.98	4.95	6.81	6.73	5.62	16.38	4.72	6.53	5.12	5.29	5.28	5.36	2.55	2.37	2.27	0.85	1.34	1.05	0.7	1.04	1.01	1.2	1	2016	1.2	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	484	-102.5148166	23.93378032	MEX	Mexico	1	PERCENT	Percentage	18.39	19.84	28.7	19.04	17.73	25.69	37.1	36.31	14.25	14.06	16.39	13.84	10.93	12.17	12.11	9.88	14.11	7.18	6.91	7.14	6.11	5.24	9.29	5.49	4.48	6.39	9.99	7.128	2016	9.99	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	492	7.424214814	43.73532918	MCO	Monaco	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	496	103.0728057	46.83892054	MNG	Mongolia	1	PERCENT	Percentage			17.12	5.95	10.63	10.1	10.68	9.94	5.38	4.28	6.49	7.11	7.35	33.84	2.93	2.7	2.41	2.12	2.3	4.1	4.34	1.77	3.15	4.97	2.4	1.58	3.98	3.216	2016	3.98	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	498	28.4650624	47.20236795	MDA	Republic of Moldova	1	PERCENT	Percentage					2.05	7.61	7.73	10.4	21.02	26.54	15.62	12.35	13.73	7.33	8.38	5.01	5.4	3.73	2.9	4.06	2.97	2.59	2.66	2.97	2.69	2.99	3.81	3.024	2016	3.81	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	499	19.25214024	42.78717043	MNE	Montenegro	1	PERCENT	Percentage																		8.17	2.55	3.09	5.43	9.26	12.86	16.55	12.28	23.97	22.46	17.624	2016	22.46	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	500	-62.19261223	16.73558313	MSR	Montserrat	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	504	-6.281942841	31.8440131	MAR	Morocco	1	PERCENT	Percentage	27.89	34.2	52.07	45.39	46.52	47.4	39.48	36.71	31.86	32.85	27.12	25.25	27.73	29.63	17.36	13.81	10.1	9.72	7.76	7.01	7.49	6.72	7.05	8.25	7.51	7.48	8.42	7.742	2016	8.42	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	508	38.18479941	-14.27963886	MOZ	Mozambique	1	PERCENT	Percentage	17.3	19.68	20.59	31.24	30.14	33.21	24.84	17.78	15.46	14.2	7.95	5.02	3.85	4.25	2.64	2.76	1.43	0.96	1.01	1.32	3.21	1.91	1.76	3.19	4.38	9.38	12.38	6.218	2016	12.38	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	512	57.87743482	21.98805614	OMN	Oman	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	516	17.21907885	-22.13817068	NAM	Namibia	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	520	166.92313	-0.528742623	NRU	Nauru	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	524	83.94678863	28.25866332	NPL	Nepal	1	PERCENT	Percentage	14.53	11.18	9.18	8.61	7.81	7.69	6.53	6.93	7.94	7.99	7.39	7.71	10.2	10.05	8.97	8.19	9.69	8.62	8.27	9.98	10.41	9	10.03	8.59	7.84	7.89	8.63	8.596	2016	8.63	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	528	5.331480568	51.86728884	NLD	Netherlands	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	530	-68.30676179	12.22720635	ANT	Netherlands Antilles	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	531	-68.95033464	12.15058042	CUW	Curaçao	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	533	-69.97050586	12.50878756	ABW	Aruba	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	534	-63.06198692	18.03926508	SXM	Sint Maarten (Dutch part)	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	540	165.5067368	-21.41742531	NCL	New Caledonia	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	548	167.0679779	-15.34445547	VUT	Vanuatu	1	PERCENT	Percentage	1.6	1.12	1.36	1.38	1.19	1.06	0.96	0.83	0.53	1.36	1.4	1.23	1.45	1.33	1.57	1.24	1.9	1.52	1.24	1.5	1.44	1.25	1.23	1.51	1.64	1.82	1.62	1.564	2016	1.62	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	554	170.4755673	-43.98721568	NZL	New Zealand	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	558	-85.03060315	12.84210839	NIC	Nicaragua	1	PERCENT	Percentage	3.45	155.43	27.19	33.38	40.88	45.4	31.61	38.58	20.78	16.3	15.95	13.95	11.92	12.77	6.2	8.19	4.6	9.79	3.09	3.53	2.52	2.37	2.1	2.3	2.62	3.12	3.7	2.768	2016	3.7	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	562	9.400167877	17.42143036	NER	Niger	1	PERCENT	Percentage	6.59	12.27	5.41	15.96	12.61	7.79	7.06	14.32	9.43	8.67	6.82	5.94	4.93	6.63	6.32	5.38	25.32	2.27	1.43	2.58	1.17	2.28	2.15	2.65	3.34	6.31		3.6125	2015	6.31	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	566	8.097363256	9.585789025	NGA	Nigeria	1	PERCENT	Percentage	22.25	21.39	18.15	12.84	18.32	14.05	12.69	8.38	12.52	6.97	8.21	12.46	7.83	5.93	4.47	15.41	10.98	1.44	0.48	0.73	0.38	0.34	0.25	0.4	0.31	0.51	0.93	0.48	2016	0.93	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	570	-169.8601693	-19.05000475	NIU	Niue	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	574	167.9515548	-29.03230018	NFK	Norfolk Island	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	578	11.47846389	61.34311134	NOR	Norway	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	580	145.7582114	15.19099517	MNP	Northern Mariana Islands	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	581	-162.4343752	5.874443968	UMI	US Minor Outlying Islands	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	583	158.225216	6.880670092	FSM	Micronesia, Federated States of	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	584	171.0839119	7.110213497	MHL	Marshall Islands	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	585	134.5733878	7.502307591	PLW	Palau	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	586	68.80479684	29.36491634	PAK	Pakistan	1	PERCENT	Percentage	22.7	20.47	22.79	24.53	32.91	24.37	24.82	32.92	18.9	21.99	21.07	21.37	19.7	17.15	22.86	10.16	9.09	9.16	8.91	11.92	11.51	7.88	14.04	20.37	14.18	11.15	13.34	14.616	2016	13.34	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	591	-81.26616623	8.450965746	PAN	Panama	1	PERCENT	Percentage	4.09	3.86	12.21	2.99	3.6	3.03	9.73	15.55	5.94	7.3	8.65	10.85	16.4	9.21	11.15	14.64	16.58	4.74	7.39	4.08	3.87	4.22	5.02	4.52	3.03	5.01	4.36	4.388	2016	4.36	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	598	145.8587761	-6.756057077	PNG	Papua New Guinea	1	PERCENT	Percentage	18.38	12.91	8.69	9.31	12.46	10.07	8.33	10.57	8.34	8.47	8.04	7.09	7.86	7.3	8.37	5.88	3.46	4.06	3.12	1.81	1.38	1.34	1.4	1.45	1.05	0.9	7.67	2.494	2016	7.67	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	600	-60.54854225	-21.70216237	PRY	Paraguay	1	PERCENT	Percentage	7.61	9.61	24.39	7.91	5.76	4.38	3.66	3.77	3.46	5.1	5.4	6.47	5.86	5.92	7.99	6.12	5.06	3.9	3.25	4.3	2.74	2.33	2.43	1.91	1.97	2.73	3.45	2.498	2016	3.45	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	604	-71.82093277	-13.58939705	PER	Peru	1	PERCENT	Percentage	7.33	21.99	17.99	59.06	17.01	13.88	31.56	33.42	21.79	26.99	25.4	21.89	35.42	21.35	16.71	22.43	9.51	22.78	10.52	9.18	11.48	3.71	4.39	7.71	4.04	4.16	4.2	4.9	2016	4.2	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	608	120.8601418	14.16591706	PHL	Philippines	1	PERCENT	Percentage	25.64	21.77	23.25	23.27	16.49	14.34	11.04	7.32	8.56	16.67	14.63	19.93	19.73	19.31	20.25	15.85	18.59	9.47	11.8	13.47	15.99	11.94	7.3	7.13	6.11	6.83	7.68	7.01	2016	7.68	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	612	-128.3225873	-24.37538456	PCN	Pitcairn	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	616	19.40660158	52.1226733	POL	Poland	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	620	-7.961599811	39.68509315	PRT	Portugal	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	624	-14.40182514	12.11760394	GNB	Guinea-Bissau	1	PERCENT	Percentage	22.11	64.69	34.69	13.95	19.14	51.09	37.28	14.46				6.42	5.43	10.54	11.59	6.59	12.49	7.35	5.6	6.2	9.48	1.71	4.41	0.76	0.72	0.63		1.63	2015	0.63	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	626	125.9451052	-8.797497247	TLS	Timor-Leste	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	630	-66.47591017	18.22753799	PRI	Puerto Rico	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	634	51.19152467	25.28355379	QAT	Qatar	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	638	55.53171398	-21.13183266	REU	Réunion	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	642	24.98481009	45.83893563	ROU	Romania	1	PERCENT	Percentage	0	0.92	7.37	4.42	8.01	8.83	24.92	20.52	21.11	21	12.66	13.43	12	10.42	8.71	9.93	7.17	5.17	5.74	4.69	5.52	3.53	8.37	11.38	9.97	10.3	5.15	9.034	2016	5.15	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	643	99.01404926	61.61899849	RUS	Russian Federation	1	PERCENT	Percentage					4.38	6.33	6.82	6.74	9.71	11.24	7.47	11.74	7.86	8.06	5.77	10.94	9.98	3.77	5.64	5.76	6.61	3.89	2.59	3.49	8.12	10.14	8.13	6.494	2016	8.13	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	646	29.92310194	-1.999842114	RWA	Rwanda	1	PERCENT	Percentage	10.74	12.51	14.56	14.76	6.51	20	19.24	13.54	15.4	25.69	24.67	11.41	14.17	15.18	12.91	10.77	6.66	4.95	1.99	1.89	2.06	1.91	1.94	3.04	4.18	7.14	8.04	4.868	2016	8.04	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	652	-62.83173536	17.89513362	BLM	Saint Barthélemy	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	654	-5.705752501	-15.96503946	SHN	Saint Helena	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	659	-62.76628613	17.33994219	KNA	Saint Kitts and Nevis	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	660	-63.05651612	18.21525315	AIA	Anguilla	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	662	-60.96529553	13.89405601	LCA	Saint Lucia	1	PERCENT	Percentage	2.09	3.36	3.44	3.31	3.02	2.84	3.33	3.35	3.55	4.23	7.18	6.58	5.29	6.7	4.27	5.07	6.67	8.79	8.74	7.38	6.48	7.23	6.85	5.4	3.35	6.31	4.06	5.194	2016	4.06	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	663	-63.04505461	18.0882685	MAF	Saint Martin (French Part)	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	666	-56.33682442	46.85812735	SPM	Saint Pierre and Miquelon	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	670	-61.19024321	13.24627968	VCT	Saint Vincent and the Grenadines	1	PERCENT	Percentage	3.14	4.05	4.13	6.31	6.23	5.1	5.48	6.55	6.24	6.98	6.15	6.72	6.51	7.8	10.2	11.32	14.78	12.32	13.94	17.55	18.52	18.25	18.07	15.66	10.91	11.99	10.93	13.512	2016	10.93	World Development Indicators, World Bank	
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	674	12.46329038	43.93841766	SMR	San Marino	1	PERCENT	Percentage																																
2018.Q2.G.01	DT_TDS_DECT	Debt service as a proportion of exports of goods and services (%)	678	6.609772265	0.241554875	STP	Sao Tome and Principe	1	PERCENT	Percentage	28.67							27.43	31.04	25.23	20.47	24.04	22.37	26.22	40.07	37.16	31.53	30.56	10.7	9.87	5.69	4.65	33.1	10.82	13.33	2.73	2.86	12.568	2016	2.86	World Development Indicators, World Bank	
