"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","Freq_Code","Freq_Desc","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2001","Footnotes_2002","Footnotes_2003","Footnotes_2004","Footnotes_2005","Footnotes_2006","Footnotes_2007","Footnotes_2008","Footnotes_2009","Footnotes_2010","Footnotes_2011","Footnotes_2012","Footnotes_2013","Nature_Code_2000","Nature_Code_2001","Nature_Code_2002","Nature_Code_2003","Nature_Code_2004","Nature_Code_2005","Nature_Code_2006","Nature_Code_2007","Nature_Code_2008","Nature_Code_2009","Nature_Code_2010","Nature_Code_2011","Nature_Code_2012","Nature_Code_2013","Source_2000","Source_2001","Source_2002","Source_2003","Source_2004","Source_2005","Source_2006","Source_2007","Source_2008","Source_2009","Source_2010","Source_2011","Source_2012","Source_2013","TimeDetail_2000","TimeDetail_2001","TimeDetail_2002","TimeDetail_2003","TimeDetail_2004","TimeDetail_2005","TimeDetail_2006","TimeDetail_2007","TimeDetail_2008","TimeDetail_2009","TimeDetail_2010","TimeDetail_2011","TimeDetail_2012","TimeDetail_2013","Value_2000","Value_2001","Value_2002","Value_2003","Value_2004","Value_2005","Value_2006","Value_2007","Value_2008","Value_2009","Value_2010","Value_2011","Value_2012","Value_2013","Latest_Year","Latest_Value"
"USA","-99.13830311","39.5277871","840","United States of America","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","15.5","15.5","16","15.7","15.5","15.5","15.3","14.6","13.2","11.9","11.5","11.2","11.4","10.6",2013.0,"10.6"
"BFA","-1.742843829","12.27491081","854","Burkina Faso","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","29.6","29.7","29.9","30","30.3","30.4","30.2","30.8","31","31","31.2","31.2","30","30",2013.0,"30"
"URY","-56.01387025","-32.8002838","858","Uruguay","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","16.3","15.1","12","11.8","13.5","12.4","14","13.9","15.4","15.9","16.5","16.9","15","16.6",2013.0,"16.6"
"UZB","63.11944558","41.77560518","860","Uzbekistan","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","9.7","9.6","8","10","12.9","13","13","14.4","13.7","14.2","12.4","12.5","11.6","11.2",2013.0,"11.2"
"VEN","-66.15642084","7.121324748","862","Venezuela (Bolivarian Republic of)","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","CA","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","27.2","29.8","29.6","27.1","27.9","26.9","30.4","36.2","37","36.1","39.3","41.1","43.1","45.1",2013.0,"45.1"
"WSM","-172.4430749","-13.61541469","882","Samoa","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","16.6","14.8","15.3","15.2","15.1","14.5","14.4","14.8","14.7","29.8","15.1","14.9","15.9","15.8",2013.0,"15.8"
"YEM","45.22389143","15.22242099","887","Yemen","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","20.3","20.4","20.3","20.5","20.8","20.9","21.2","21.3","21.6","21.6","21.6","22.5","21.5","21.5",2013.0,"21.5"
"ZMB","27.850329","-14.59701056","894","Zambia","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","28.4","28.3","28.5","28.2","28","27.9","27.6","27.3","27.1","26.9","26.9","24.5","24.7","24.7",2013.0,"24.7"
"SLB","160.1584117","-9.622391719","90","Solomon Islands","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","18.7","18.9","19.1","19.5","18.8","18.8","18.9","18.9","19.1","19.4","19.2","19.3","19.3","19.2",2013.0,"19.2"
"BRN","114.6288563","4.49736984","96","Brunei Darussalam","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","E","E","E","E","E","E","E","E","E","E","E","E","E","E","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","Global Status Report on Road Safety 2015 ( Data come from different sources police data, Ministry of health and Ministry of transport, studies and Survey)","","","","","","","","","","","","","","","16.3","19.8","15","9","12.7","15","12.5","17.6","10.3","11.4","7.5","11.8","8","8.1",2013.0,"8.1"
"ATA","21.47585697","-80.40897662","10","Antarctica","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ASM","-170.7187269","-14.30587306","16","American Samoa","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BMU","-64.78155012","32.27881922","60","Bermuda","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BVT","3.410732868","-54.43295905","74","Bouvet Island","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IOT","72.38715553","-7.299281071","86","British Indian Ocean Territory","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VGB","-64.63294223","18.42256578","92","British Virgin Islands","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CYM","-81.16740559","19.32266656","136","Cayman Islands","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CXR","105.6426067","-10.4882473","162","Christmas Island","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CCK","96.82633757","-12.18600682","166","Cocos (Keeling) Islands","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYT","45.14015057","-12.82217691","175","Mayotte","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FRO","-7.122044325","62.21228119","234","Faroe Islands","3","Ensure healthy lives and promote well-being for all at all ages","3.6","By 2020, halve the number of global deaths and injuries from road traffic accidents","3.6.1","Death rate due to road traffic injuries","1","SH_STA_TRAF","Death rate due to road traffic injuries (per 100,000 population)","2019.Q1.G.01","ANNUAL","Global","G","Global","PER_100000_POP","Per 100,000 population","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
