"ISO3CD","X","Y","GeoArea_Code","GeoArea_Desc","GoalCode","GoalDesc","TargetCode","TargetDesc","IndicatorCode","IndicatorDesc","IndicatorTier","SeriesCode","SeriesDesc","SeriesRelease","ReportingType_Code","ReportingType_Desc","Units_Code","Units_Desc","Footnotes_2000","Footnotes_2005","Footnotes_2010","Footnotes_2015","Nature_Code_2000","Nature_Code_2005","Nature_Code_2010","Nature_Code_2015","Source_2000","Source_2005","Source_2010","Source_2015","TimeDetail_2000","TimeDetail_2005","TimeDetail_2010","TimeDetail_2015","Value_2000","Value_2005","Value_2010","Value_2015","Latest_Year","Latest_Value"
"GIN","-11.28173419","11.00210343","324","Guinea","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","1053","1026","998","970",2015.0,"970"
"GUY","-58.97322037","4.788012784","328","Guyana","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","7846","7836","7824","7800",2015.0,"7800"
"HTI","-72.33640958","18.40426539","332","Haiti","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","10.46","10.08","9.7","9.32",2015.0,"9.32"
"VAT","12.45315803","41.90343751","336","Holy See","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","0","0","0","0",2015.0,"0"
"","","","34","Southern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","NA","NA","NA","NA","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","5187.12","5379.29","5584.22","5188.68",2015.0,"5188.68"
"HND","-86.59974381","14.82243161","340","Honduras","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","697","632","566","500",2015.0,"500"
"HUN","19.41221519","47.1651448","348","Hungary","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","177","185","194","204",2015.0,"204"
"","","","35","South-Eastern Asia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","NA","NA","NA","NA","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","38967.76","37095.5","34931.64","33225.63",2015.0,"33225.63"
"ISL","-19.02116966","64.79134763","352","Iceland","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","0.35","0.46","0.63","1",2015.0,"1"
"IND","79.3608464","22.34642074","356","India","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","2796","3076","3291","3100",2015.0,"3100"
"IDN","113.9174","-0.994582204","360","Indonesia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","24287","22875","20826","18777",2015.0,"18777"
"IRN","54.19766348","32.74370885","364","Iran (Islamic Republic of)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","414","422","429","275.64",2015.0,"275.64"
"ISR","34.62277992","31.06164552","376","Israel","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","7.3","7.4","7.5","7.69",2015.0,"7.69"
"ITA","12.57022427","42.79917282","380","Italy","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","797","874","951","1028",2015.0,"1028"
"CIV","-5.552690016","7.62211586","384","Côte d'Ivoire","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","3620","3649","3641","3633",2015.0,"3633"
"JAM","-77.31068409","18.15616857","388","Jamaica","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","79.26","78.87","78.54","78.21",2015.0,"78.21"
"","","","39","Southern Europe","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","NA","NA","NA","NA","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","2802.11","3040.67","3419.94","3600.43",2015.0,"3600.43"
"KAZ","66.65359159","48.01963494","398","Kazakhstan","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","210.64","210.93","210.93","210.93",2015.0,"210.93"
"AFG","66.02688198","33.83160199","4","Afghanistan","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","63.4","63.4","63.4","63.4",2015.0,"63.4"
"AUT","14.14172472","47.58704857","40","Austria","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","599","617","628","639",2015.0,"639"
"JOR","37.13024774","30.65365973","400","Jordan","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","3.51","3.51","3.51","3.51",2015.0,"3.51"
"KEN","37.86096816","0.534797278","404","Kenya","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","830","943","1015","1086",2015.0,"1086"
"PRK","127.1803633","40.1462645","408","Democratic People's Republic of Korea","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","322","295","266","236",2015.0,"236"
"KOR","127.8610254","36.45201023","410","Republic of Korea","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","371","462","564","649",2015.0,"649"
"KGZ","74.52324839","41.46204516","417","Kyrgyzstan","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","50.2","55.2","27.8","27.8",2015.0,"27.8"
"LAO","101.9901968","20.27482773","418","Lao People's Democratic Republic","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","2003","1964","1925","1886",2015.0,"1886"
"","","","419","Latin America and the Caribbean","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","NA","NA","NA","NA","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","172791.923","169330.532","166932.25","167232.169",2015.0,"167232.169"
"LSO","28.25362195","-29.58041814","426","Lesotho","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","3.8","3.9","3.98","4.4",2015.0,"4.4"
"LVA","26.42461876","56.64196636","428","Latvia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","349.1","362.1","399.1","432.3",2015.0,"432.3"
"LBR","-9.311879038","6.448381009","430","Liberia","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","1073.23","1038.45","1003.68","1001.96",2015.0,"1001.96"
"","","","432","Landlocked developing countries (LLDCs)","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","Aggregate. Only countries with data for all years included","NA","NA","NA","NA","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","24927.36","24406.4","23809.52","23353.25",2015.0,"23353.25"
"LBY","18.0295985","27.04042819","434","Libya","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","10.69","10.69","10.69","10.69",2015.0,"10.69"
"LIE","9.552985019","47.14167005","438","Liechtenstein","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","0.82","0.82","0.82","0.82",2015.0,"0.82"
"LTU","23.90517807","55.33680309","440","Lithuania","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","Official country data submitted to FAO","C","C","C","C","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","237.1","245.2","257.9","271.1",2015.0,"271.1"
"LUX","6.092656563","49.77679538","442","Luxembourg","15","Protect, restore and promote sustainable use of terrestrial ecosystems, sustainably manage forests, combat desertification, and halt and reverse land degradation and halt biodiversity loss","15.2","By 2020, promote the implementation of sustainable management of all types of forests, halt deforestation, restore degraded forests and substantially increase afforestation and reforestation globally","15.2.1","Progress towards sustainable forest management","1","AG_LND_FRSTBIOM","Above-ground biomass in forest (tonnes)","2019.Q1.G.01","G","Global","TONNES_M","Millions of tonnes","FAO Estimate","FAO Estimate","FAO Estimate","FAO Estimate","E","E","E","E","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","FAO, Global Forest Resources Assessment","","","","","17.47","17.47","17.47","17.47",2015.0,"17.47"
