goal	target	indicator	series	seriesDescription	geoAreaCode	Reporting Type	Units	Age	Bounds	UnitMultiplier	Type of product	N	latest.year	latest.value	1990.Nature	1990.source	1990.time_detail	1990.value	1991.Nature	1991.source	1991.time_detail	1991.value	1992.Nature	1992.source	1992.time_detail	1992.value	1993.Nature	1993.source	1993.time_detail	1993.value	1994.Nature	1994.source	1994.time_detail	1994.value	1995.Nature	1995.source	1995.time_detail	1995.value	1996.Nature	1996.source	1996.time_detail	1996.value	1997.Nature	1997.source	1997.time_detail	1997.value	1998.Nature	1998.source	1998.time_detail	1998.value	1999.Nature	1999.source	1999.time_detail	1999.value	2000.Nature	2000.source	2000.time_detail	2000.value	2001.Nature	2001.source	2001.time_detail	2001.value	2002.Nature	2002.source	2002.time_detail	2002.value	2003.Nature	2003.source	2003.time_detail	2003.value	2004.Nature	2004.source	2004.time_detail	2004.value	2005.Nature	2005.source	2005.time_detail	2005.value	2006.Nature	2006.source	2006.time_detail	2006.value	2007.Nature	2007.source	2007.time_detail	2007.value	2008.Nature	2008.source	2008.time_detail	2008.value	2009.Nature	2009.source	2009.time_detail	2009.value	2010.Nature	2010.source	2010.time_detail	2010.value	2011.Nature	2011.source	2011.time_detail	2011.value	2012.Nature	2012.source	2012.time_detail	2012.value	2013.Nature	2013.source	2013.time_detail	2013.value	2014.Nature	2014.source	2014.time_detail	2014.value	2015.Nature	2015.source	2015.time_detail	2015.value	2016.Nature	2016.source	2016.time_detail	2016.value	2017.Nature	2017.source	2017.time_detail	2017.value	2018.Nature	2018.source	2018.time_detail	2018.value
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	14	G	PERCENT	15+	LB			1	2015	64.3																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		64.3												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	14	G	PERCENT	15+	MP			1	2015	65.2																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		65.2												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	14	G	PERCENT	15+	UB			1	2015	66.1																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		66.1												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	142	G	PERCENT	15+	LB			1	2015	18.8																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		18.8												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	142	G	PERCENT	15+	MP			1	2015	19.5																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		19.5												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	142	G	PERCENT	15+	UB			1	2015	20.2																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		20.2												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	143	G	PERCENT	15+	LB			1	2015	12.1																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		12.1												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	143	G	PERCENT	15+	MP			1	2015	12.9																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		12.9												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	143	G	PERCENT	15+	UB			1	2015	13.7																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		13.7												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	145	G	PERCENT	15+	LB			1	2015	33.4																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		33.4												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	145	G	PERCENT	15+	MP			1	2015	34.2																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		34.2												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	145	G	PERCENT	15+	UB			1	2015	35																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		35												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	15	G	PERCENT	15+	LB			1	2015	28.9																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		28.9												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	15	G	PERCENT	15+	MP			1	2015	30																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		30												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	15	G	PERCENT	15+	UB			1	2015	31.1																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		31.1												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	150	G	PERCENT	15+	LB			1	2015	8.4																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		8.4												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	150	G	PERCENT	15+	MP			1	2015	8.8																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		8.8												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	150	G	PERCENT	15+	UB			1	2015	9.2																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		9.2												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	151	G	PERCENT	15+	LB			1	2015	10.1																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		10.1												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	151	G	PERCENT	15+	MP			1	2015	10.8																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		10.8												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	151	G	PERCENT	15+	UB			1	2015	11.5																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		11.5												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	152	G	PERCENT	15+	LB			1	2015	12.6																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		12.6												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	152	G	PERCENT	15+	MP			1	2015	14.5																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		14.5												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	152	G	PERCENT	15+	UB			1	2015	16.4																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		16.4												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	154	G	PERCENT	15+	LB			1	2015	7.9																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		7.9												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	154	G	PERCENT	15+	MP			1	2015	8.7																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		8.7												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	154	G	PERCENT	15+	UB			1	2015	9.5																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		9.5												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	155	G	PERCENT	15+	LB			1	2015	4.9																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		4.9												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	155	G	PERCENT	15+	MP			1	2015	5.4																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		5.4												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	155	G	PERCENT	15+	UB			1	2015	5.9																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		5.9												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	17	G	PERCENT	15+	LB			1	2015	67.2																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		67.2												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	17	G	PERCENT	15+	MP			1	2015	68.7																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		68.7												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	17	G	PERCENT	15+	UB			1	2015	70.2																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		70.2												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	18	G	PERCENT	15+	LB			1	2015	45.7																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		45.7												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	18	G	PERCENT	15+	MP			1	2015	48																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		48												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	18	G	PERCENT	15+	UB			1	2015	50.3																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		50.3												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	188	G	PERCENT	15+	LB			1	2015	19.8																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		19.8												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	188	G	PERCENT	15+	MP			1	2015	21.7																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		21.7												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	188	G	PERCENT	15+	UB			1	2015	23.6																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		23.6												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	19	G	PERCENT	15+	LB			1	2015	18.7																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		18.7												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	19	G	PERCENT	15+	MP			1	2015	18.9																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		18.9												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	19	G	PERCENT	15+	UB			1	2015	19.1																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		19.1												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	191	G	PERCENT	15+	LB			1	2015	5																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		5												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	191	G	PERCENT	15+	MP			1	2015	6.3																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		6.3												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	191	G	PERCENT	15+	UB			1	2015	7.6																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		7.6												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	199	G	PERCENT	15+	LB			1	2015	51.8																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		51.8												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	199	G	PERCENT	15+	MP			1	2015	52.5																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		52.5												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	199	G	PERCENT	15+	UB			1	2015	53.2																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		53.2												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	2	G	PERCENT	15+	LB			1	2015	55.3																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		55.3												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	2	G	PERCENT	15+	MP			1	2015	55.9																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		55.9												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	2	G	PERCENT	15+	UB			1	2015	56.5																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		56.5												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	202	G	PERCENT	15+	LB			1	2015	61.6																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		61.6												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	202	G	PERCENT	15+	MP			1	2015	62.4																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		62.4												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	202	G	PERCENT	15+	UB			1	2015	63.2																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		63.2												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	203	G	PERCENT	15+	LB			1	2015	4.7																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		4.7												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	203	G	PERCENT	15+	MP			1	2015	6																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		6												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	203	G	PERCENT	15+	UB			1	2015	7.3																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		7.3												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	208	G	PERCENT	15+	LB			1	2015	4.6																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		4.6												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	208	G	PERCENT	15+	MP			1	2015	5.6																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		5.6												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	208	G	PERCENT	15+	UB			1	2015	6.6																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		6.6												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	21	G	PERCENT	15+	LB			1	2015	10.1																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		10.1												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	21	G	PERCENT	15+	MP			1	2015	10.3																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		10.3												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	21	G	PERCENT	15+	UB			1	2015	10.5																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		10.5												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	218	G	PERCENT	15+	LB			1	2015	21.1																																																																																																					CA	Food and Agriculture Organisation of the United Nations (FAO)		21.1												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	218	G	PERCENT	15+	MP			1	2015	21.9																																																																																																					CA	Food and Agriculture Organisation of the United Nations (FAO)		21.9												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	218	G	PERCENT	15+	UB			1	2015	22.7																																																																																																					CA	Food and Agriculture Organisation of the United Nations (FAO)		22.7												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	222	G	PERCENT	15+	LB			1	2015	39.8																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		39.8												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	222	G	PERCENT	15+	MP			1	2015	42																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		42												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	222	G	PERCENT	15+	UB			1	2015	44.2																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		44.2												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	223	G	PERCENT	15+	LB			1	2015	3.3																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		3.3												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	223	G	PERCENT	15+	MP			1	2015	3.8																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		3.8												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	223	G	PERCENT	15+	UB			1	2015	4.3																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		4.3												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	233	G	PERCENT	15+	LB			1	2015	7.6																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		7.6												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	233	G	PERCENT	15+	MP			1	2015	8.9																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		8.9												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	233	G	PERCENT	15+	UB			1	2015	10.2																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		10.2												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	250	G	PERCENT	15+	LB			1	2015	5.7																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		5.7												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	250	G	PERCENT	15+	MP			1	2015	6.9																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		6.9												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	250	G	PERCENT	15+	UB			1	2015	8.1																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		8.1												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	275	G	PERCENT	15+	LB			1	2015	27.5																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		27.5												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	275	G	PERCENT	15+	MP			1	2015	29.9																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		29.9												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	275	G	PERCENT	15+	UB			1	2015	32.3																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		32.3												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	276	G	PERCENT	15+	LB			1	2015	2.9																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		2.9												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	276	G	PERCENT	15+	MP			1	2015	3.7																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		3.7												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	276	G	PERCENT	15+	UB			1	2015	4.5																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		4.5												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	288	G	PERCENT	15+	LB			1	2015	55.5																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		55.5												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	288	G	PERCENT	15+	MP			1	2015	58.1																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		58.1												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	288	G	PERCENT	15+	UB			1	2015	60.7																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		60.7												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	29	G	PERCENT	15+	LB			1	2015																																																																																																						E	Food and Agriculture Organisation of the United Nations (FAO)														
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	29	G	PERCENT	15+	MP			1	2015																																																																																																						E	Food and Agriculture Organisation of the United Nations (FAO)														
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	29	G	PERCENT	15+	UB			1	2015																																																																																																						E	Food and Agriculture Organisation of the United Nations (FAO)														
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	30	G	PERCENT	15+	LB			1	2015	4.9																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		4.9												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	30	G	PERCENT	15+	MP			1	2015	5.8																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		5.8												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	30	G	PERCENT	15+	UB			1	2015	6.7																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		6.7												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	300	G	PERCENT	15+	LB			1	2015	13.6																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		13.6												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	300	G	PERCENT	15+	MP			1	2015	15.5																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		15.5												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	300	G	PERCENT	15+	UB			1	2015	17.4																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		17.4												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	320	G	PERCENT	15+	LB			1	2015	45.1																																																																																																					CA	Food and Agriculture Organisation of the United Nations (FAO)		45.1												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	320	G	PERCENT	15+	MP			1	2015	45.6																																																																																																					CA	Food and Agriculture Organisation of the United Nations (FAO)		45.6												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	320	G	PERCENT	15+	UB			1	2015	46.1																																																																																																					CA	Food and Agriculture Organisation of the United Nations (FAO)		46.1												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	34	G	PERCENT	15+	LB			1	2015	26.7																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		26.7												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	34	G	PERCENT	15+	MP			1	2015	28.3																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		28.3												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	34	G	PERCENT	15+	UB			1	2015	29.9																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		29.9												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	348	G	PERCENT	15+	LB			1	2015	9.2																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		9.2												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	348	G	PERCENT	15+	MP			1	2015	10.7																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		10.7												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	348	G	PERCENT	15+	UB			1	2015	12.2																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		12.2												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	35	G	PERCENT	15+	LB			1	2015	22.8																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		22.8												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	35	G	PERCENT	15+	MP			1	2015	24																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		24												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	35	G	PERCENT	15+	UB			1	2015	25.2																																																																																																					E	Food and Agriculture Organisation of the United Nations (FAO)		25.2												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	36	G	PERCENT	15+	LB			1	2015	9.1																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		9.1												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	36	G	PERCENT	15+	MP			1	2015	10.7																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		10.7												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	36	G	PERCENT	15+	UB			1	2015	12.3																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		12.3												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	372	G	PERCENT	15+	LB			1	2015	8.6																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		8.6												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	372	G	PERCENT	15+	MP			1	2015	9.8																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		9.8												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	372	G	PERCENT	15+	UB			1	2015	11																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		11												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	376	G	PERCENT	15+	LB			1	2015	5.3																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		5.3												
2	2.1	2.1.2	AG_PRD_FIESMSI	Prevalence of moderate or severe food insecurity in the adult population (%)	376	G	PERCENT	15+	MP			1	2015	6.6																																																																																																					G	Food and Agriculture Organisation of the United Nations (FAO)		6.6												
